"콘텐츠명","노키즈존","예약가능여부","룸보유여부","유아서비스기타","평일오픈시간","평일클로즈시간","주말오픈시간","주말클로즈시간","휴식시작시간","휴식종료시간","대표메뉴기타"
"본디국수","y","n","","","10:00","22:00","10:00","22:00","","","고기국수, 비빔국수, 돔베고기"
"제주통큰장어","y","y","","","10:00","22:00","10:00","22:00","","","풍천민물장어, 메기매운탕, 산꼼장어 구이"
"우도짜장맨","y","y","","","09:00","17:00","09:00","17:00","","","톳 짜장면, 해물 짬뽕, 흑돼지 탕수육, 한치 톳 물회면"
"24시뼈다귀탕동홍점","y","y","","","00:00","00:00","00:00","00:00","","","뼈다귀탕, 뼈감탕, 돈까스"
"제주순풍해장국노형점","y","y","","","06:00","22:00","06:00","22:00","","","순풍해장국, 활전복뚝배기, 고기국수, 묵은지고등어조림"
"순두부엔짬뽕","y","y","","","07:00","20:00","07:00","20:00","","","순두부짬뽕, 동충하초 청국장, 두부전골, 모두부"
"미래뷔페정식","y","n","","","11:00","15:00","11:00","15:00","","","뷔페정식"
"웰덤대게고로케 올레시장점","y","n","","","11:00","21:00","11:00","21:00","","","대게고로케, 대게그라탕"
"장인의집","y","y","","","10:00","23:00","10:00","23:00","","","수제4색만두전골, 해물만두전골"
"피즈","y","n","","","10:00","20:00","10:00","20:00","","","아메리칸버거, 피즈버거, 치즈갈릭감자튀김"
"제주스","y","y","","","10:00","21:00","10:00","21:00","","","리얼봉주스, 리얼황금주스"
"무거버거","y","n","","","10:00","20:00","10:00","20:00","","","당근버거, 시금치버거, 마늘버거"
"곤밥2","y","n","","","10:30","21:00","10:30","21:00","","","두루치기, 제육볶음"
"스시도모다찌 칠성점","","","","","11:30","21:30","11:30","21:30","","","초밥, 모듬초밥"
"이스트포레스트","y","n","","","11:00","21:00","11:00","21:00","","","전복버터구이리조또, 황게누룽지해산물토마토파스타"
"카페델문도","y","n","","","08:00","20:30","08:00","20:30","","","아메리카노, 싱글브루잉, 아포가토, 베이커리"
"커피스케치","y","y","","","10:00","18:30","10:00","18:30","","","브라운치즈크로플, 향포가토"
"제주김만복 본점","y","n","","","08:00","20:30","08:00","20:30","","","만복이네김밥, 통전복주먹밥, 오징어무침, 가오리무침, 숯불갈비주먹밥"
"24시전주명가콩나물국밥","y","y","","","06:00","22:00","06:00","22:00","","","콩나물국밥"
"차이나 하우스","y","y","y","요청시 제공","00:00","00:00","00:00","00:00","","","중식, 딤섬, 북경오리, 탄탄면"
"제주주민센터","","y","","","11:00","22:00","11:00","22:00","","","근고기,해장국,짬뽕,몸국"
"뱅인타코","y","n","","","11:00","22:00","11:00","22:00","","","타코, 케사디아, 부리또"
"인쌩맥주 노형오거리점","y","y","","","17:30","03:00","17:30","03:00","","","칼칼해물홍합탕, 쥐포튀김, 인생찜닭, 트러플짜파게티"
"휴일로","y","n","","","09:00","20:30","09:00","20:30","","","휴라떼, 설록라떼, 마당라떼, 한라산케이크"
"소소당양갱","y","y","","","09:00","18:00","09:00","18:00","","","통팥양갱, 커피카라멜양갱, 녹차양갱, 댕유자양갱"
"장수해장국","y","y","","","06:30","20:00","06:30","20:00","","","뼈해장국, 우거지해장국"
"잔물결","n","n","","","11:00","18:00","11:00","18:00","","","잔물결블렌드커피, 오늘의 구움과자"
"해조네","y","n","","","08:00","15:00","08:00","15:00","","","제주보말죽, 제주보말칼국수, 제주성게비빔밥"
"더 콘테나","n","n","","","10:30","18:00","10:30","19:00","","","감귤주스, 귤라떼, 콘테나크림라떼"
"오백장군과 까마귀","y","n","","","","","","","","","오백장군비빔밥, 고기국밥, 오백장군떡국"
"웨이브버거","y","y","n","","11:00","20:00","11:00","20:00","","","제주버거"
"다니쉬","y","y","","","11:30","19:00","11:30","19:00","","","포카치아, 잠봉뵈르샌드위치, 브리오슈식빵"
"부원뚝배기","y","y","","","08:00","18:00","08:00","18:00","","","흑돼지 두루치기, 전복뚝배기"
"파라토도스","y","y","","","09:00","20:00","09:00","20:00","","","3단트레이, 감바스파스타, 문어페스츄리피자, 학센"
"고씨네천지국수","y","y","","","10:00","20:00","10:00","20:00","","","멸고국수, 비빔국수, 흑돼지만두"
"벙커하우스","y","n","","","09:30","22:00","09:30","22:00","","","봄날, 딸기라떼"
"서광리123","y","n","","","10:00","18:30","10:00","18:30","","","하귤주스, 아메리카노"
"병천한가네순대국밥","y","y","","","08:00","20:00","08:00","20:00","","","순대국, 곰탕, 접시순대"
"참솔식당","y","n","","","08:00","21:00","08:00","21:00","","","산채비빔밥, 보리비빔밥, 말육회, 홍어"
"자매국수 본점","y","n","","","09:00","21:00","09:00","21:00","","","고기국수, 비빔국수, 돔베고기"
"공단해장국","y","n","","","07:00","14:30","07:00","14:30","","","해장국, 내장탕"
"돈사촌","y","y","","","16:00","23:30","16:00","23:30","","","흑돼지 근고기, 백돼지 근고기"
"돔베돈","y","y","","","11:00","23:00","","23:00","","","흑돼지 구이, 돔베고기, 냉면, 된장찌개"
"그때그집 함덕","y","n","","","10:30","20:00","10:30","20:00","","","김치찌개, 흑돼지 오겹살, 백돼지 세트"
"야시장맛통령","y","n","","","12:00","23:00","12:00","23:00","","","통전복초밥, 딱새우초밥, 왕치즈감자, 수제어묵고로케"
"서유기마라탕","y","y","","","11:30","00:00","11:30","00:00","","","마라탕, 마라샹궈, 꿔바로우"
"제주오일장반점 제주신화월드점","y","n","","","12:00","21:00","12:00","21:00","","","제주오일장짜장면, 해물쟁반짜장"
"애월 우니담","y","n","","","09:00","19:30","09:00","19:30","","","성게미역국, 성게덮밥"
"제주신화월드 윤경양식당","y","n","","","12:00","21:00","12:00","21:00","","","윤경양식당정식, 제주흑돼지돈까스, 치즈듬뿍돈까스"
"중문수두리보말칼국수","y","n","","","08:00","17:00","08:00","17:00","","","수두리보말칼국수, 성게전복죽"
"용두암해녀촌","y","y","","","08:00","20:00","08:00","20:00","","","해녀밥상세트, 숙성고등어회, 갈치구이, 전복뚝배기"
"비브레이브커피로스터스","y","n","","","10:00","23:00","10:00","23:00","","","파마나게이샤, 로쉐, 아메리카노"
"부촌홍어","y","n","","","10:00","22:00","10:00","22:00","","","홍어탕, 홍어찜, 홍어회, 홍어무침, 홍어전, 홍어탕"
"칠돈가 별관","y","y","","","16:00","23:00","16:00","23:00","","","흑돼지, 돼지고기, 김치찌개, 근고기"
"고래라면 신화역사점","y","y","","","09:00","20:00","09:00","20:00","","","문어라면, 성게라면"
"매일통닭","y","n","","","11:00","22:00","11:00","22:00","","","마농통닭, 팝콘순살치킨"
"맥파이탭룸","y","n","","","12:00","20:00","12:00","22:00","","","아메리칸페일에일, 로우버스트포터, 아메리칸아이피제이"
"면사무소","y","y","n","아기수저, 아기그릇 등 ","10:00","17:00","10:00","17:00","","","장칼국수, 가리비칼국수, 연두칼국수, 흑돼지부추전"
"애월그때그집 본점","y","y","","","11:00","22:00","11:00","22:00","","","제주흑돼지김치찌개전골, 제주흑돼지오겹살세트"
"싱싱잇","n","y","","","18:00","04:00","18:00","","","","트러플머쉬룸파스타, 싱싱잇시그니처흑돼지바베큐"
"안녕협재씨","y","n","","","10:00","18:30","10:00","18:30","","","딱새우장비빔밥, 통전복내장비빔밥, 돌문어장비빔밥"
"애월은혜전복","y","n","","","10:00","19:40","10:00","19:40","","","전복돌솥밥, 전복물회, 전복뚝배기, 전복구이"
"zzz제주흑돼지","y","y","","","11:30","23:00","11:30","23:00","","",""
"토끼문","y","y","","","08:00","22:00","08:00","22:00","","","버터스카치카페라떼, 엘더멜로우, 제주청귤차"
"오현불백","y","y","","","10:00","21:00","10:00","21:00","","","한치불백, 낙지불백, 소불고기전골"
"예산가마솥장수촌설렁탕","y","y","","","07:00","23:00","07:00","23:00","","","설렁탕, 도가니탕, 모듬수육"
"뷰스트","y","n","","","10:00","21:00","10:00","21:00","","","현무암라떼, 코시롱라떼"
"수애기베이커리","y","y","","","10:00","21:00","10:00","21:00","","","에스프레소더블, 아메리카노, 소금빵"
"그랜드 키친","y","y","y","요청시 제공","00:00","00:00","00:00","00:00","","","뷔페"
"하늘창고","y","y","","모래놀이, 자동차","10:30","17:00","10:30","17:00","","","꽃피로"
"카페 라라라","y","n","","","10:00","21:00","10:00","21:00","","","100%당근주스, 당근케이크"
"온오프","y","n","","","11:00","15:30","11:00","15:30","","","바질치즈돈까스, 제주흑돼지돈까스"
"만월당","y","y","","","11:30","22:00","11:30","22:00","","","전복리조또, 딱새우로제파스타, 성게크림파스타"
"델리","y","","","","00:00","00:00","00:00","00:00","","","초콜릿, 케이크, 아이스크림, 차"
"동해미락","y","y","y","","11:30","23:00","11:30","23:00","","","회"
"더클리프","y","y","","","10:00","01:00","10:00","02:00","","","흑돼지멜젓파스타, 더클리프피자, 클럽버거, 색달비치"
"춘심이네 본점","y","n","","","10:30","20:00","10:30","20:00","","","통갈치구이, 왕갈치구이, 뼈없는은갈치조림"
"바다가는길","y","n","","","10:00","15:00","10:00","15:00","","","아메리카노, 카페라떼"
"제주인짬뽕","y","y","","","11:00","20:00","11:00","20:00","","","우육짬뽕,해물짬뽕, 냉탕수육"
"일품순두부삼화점","y","y","","","10:00","22:00","10:00","22:00","","","일품순두부, 해장순두부, 두부전골, 소불고기뚝배기, 제육볶음, 코다리냉면"
"백리향","y","n","","","08:00","19:50","08:00","19:50","","","백반정식, 갈치구이, 옥돔구이"
"나눔김밥","y","y","","","05:00","19:30","05:00","18:30","","","수제돈까스, 제육볶음깁밥, 멸추김밥"
"룡천왕갈비탕","y","y","","","09:00","20:00","09:00","20:00","","","왕갈비탕"
"르토아 베이스먼트","y","n","","","10:00","18:30","10:00","18:30","","","크럼블모카, 코코넛커피, 앙버터"
"카페한라산","y","n","","","09:30","21:00","09:30","21:00","","","제주당근케이크, 아메리카노, 한라봉온차"
"꼬신김밥 본점","y","y","","","06:30","18:30","06:30","17:00","","","꼬신김밥, 계란김밥, 다시마채김밥, 멸치김밥"
"두루김밥","y","y","","","06:00","20:00","05:00","19:00","","","고추참치김밥, 멸추김밥, 돈까스김밥"
"큐티파이 카페","y","n","","","08:30","00:00","08:30","00:00","","","카페큐티, 아인슈페너, 골든콘파냐"
"황제궁","y","n","","","10:00","21:00","10:00","21:00","","","차돌해물짬뽕, 쟁반짜장"
"섭지코지로","y","y","","","12:00","23:00","12:00","23:00","","","돔베고기정식, 딱새우+고등어회"
"협재칼국수","y","n","","","09:00","20:00","09:00","20:00","","","보말칼국수, 문어숙회"
"제주광해 애월","y","y","","","10:00","21:00","10:00","21:00","","","갈치조림, 고등어조림"
"월정리LOWA","y","n","","","09:00","18:00","09:00","18:00","","","한라봉라떼, 로와비엔나커피, 로와크림모카, 인절미토스트"
"연동둘둘김밥","y","y","","","06:00","15:00","06:00","15:00","","","연동김밥, 참치김밥, 제육김밥"
"차귀도놀빛바다","y","y","y","유모차 비치","11:00","22:00","10:30","22:00","","","회 , 해물탕, 갈치조림, 물회, 회덮밥ㄷ"
"M1971엠브릿지","y","n","","","08:00","19:00","08:00","19:00","","","돌고래라떼,산방산라떼,제주초록라떼"
"동이트는집","y","y","","","10:00","20:30","10:00","20:30","","","추어탕"
"조은빵","y","y","","","07:00","22:00","07:00","22:00","","","쌀식빵, 우유식빵"
"친절한비자씨","y","n","","","08:30","17:30","08:30","17:30","","","비자라떼"
"메종드쁘티푸르","y","n","","","09:00","22:00","09:00","22:00","","","팡도르, 치아바타, 케이크"
"식과함께","y","y","","","08:00","20:00","08:00","20:00","","","갈치조림, 해물라면, 우럭조림. 성게미역국"
"진주식당","y","y","","","09:00","20:00","09:00","20:00","","","전복뚝배기, 갈치조림, 진주상"
"한옥집","y","y","","","10:30","21:00","10:30","21:00","","","김치찌개, 김치찜"
"돈파스타정원","y","y","","","09:30","22:00","09:30","22:00","","","돈파스타, 흑돼지생등심돈까스, 갈비해물짬뽕"
"맥파이 블루버드","n","n","","","17:00","01:00","17:00","01:00","","","페일에일, 포터, 퀼쉬, IPA, 피자, 치킨텐더"
"보말보말","y","y","","","08:30","20:30","08:30","20:30","","","보말돌솥밥정식, 보말죽, 보말칼국수"
"숙성도","y","n","","","11:30","23:00","11:30","23:00","","","교차숙성흑돼지, 960숙성뼈등심, 720숙성흑삼겹"
"제주와함께라면","y","y","","","09:10","16:00","09:10","16:00","","","흑돼지라면, 해물라면, 전복볶음밥, 딱새우전복라면"
"참맛나김밥","y","n","","","09:00","17:50","09:00","17:50","","","열무국수, 멸추김밥"
"금능샌드","y","y","","","11:00","18:00","11:00","18:00","","","현무암샌드, 콰트로치즈파니니, 아보카도치즈파니니"
"신화돌담집","y","n","","","11:00","22:00","11:00","22:00","","","흑돼지왕꼬치구이, 신화돌담집한판, 돌담스테이크"
"썸의시작","y","n","","","08:00","22:00","08:00","22:00","","","허브티, 커피콩빵"
"헬로키티아일랜드카페","y","n","","","09:00","18:00","09:00","18:00","","","아메리카노, 요거트 아이스크림, 와플, 케이크"
"제주축협한우플라자","y","y","","","11:30","21:00","11:30","21:00","","","명품등심, 특선모둠, 살치살"
"제주크랩잭","y","n","","","11:30","21:30","11:30","21:30","","","보일링콤보, 랍스터"
"마로니에 미니골프카페","y","y","n","수유실","10:00","22:00","10:00","22:00","","","청귤에이드, 레몬진저에이드, 애플시나몬에이드"
"블루메베이글","y","y","n","","10:00","19:00","10:00","19:00","","","베이글"
"동구미","y","y","","","09:30","17:00","09:30","17:00","","","샌드위치"
"신화테라스","","","","","07:00","11:00","07:00","11:00","","",""
"해녀김밥 본점","y","y","","","09:00","20:00","09:00","20:00","","","해녀김밥, 딱새우김밥, 전복해물라면"
"카페록키","y","n","n","","12:00","22:00","12:00","18:00","","","빙수.요거트.쿠키"
"애월 고깃간","y","y","n","유아용 포크,접시,컵잔","11:00","23:00","11:00","23:00","","","제주 흑돼지,백돼지,특수부위(항정살,가브리살),부대찌개"
"카페 8","y","y","","요청시 제공","00:00","00:00","00:00","00:00","","","파스타, 화덕 피자, 스테이크"
"모닥치기","y","y","","","09:30","20:00","09:30","20:00","","","모닥치기, 튀김모닥치기, 로제모닥치기"
"태산봉해장국","y","n","","","06:00","21:00","06:00","21:00","","","소고기선지해장국, 양곰탕, 곱창전골"
"산지해장국","y","n","","","06:00","14:00","06:00","14:00","","","소고기해장국, 소내장탕"
"일도국수","y","y","","","00:00","00:00","00:00","00:00","","","멸치국수, 비빔국수, 고기국수"
"참전복죽","y","y","n","주문전 요청가능","08:00","16:00","08:00","16:00","","","참전복죽"
"미쿠니","n","y","","","10:00","22:00","10:00","22:00","","","미쿠니오리지널밀크티, 뭉실뭉실구름아이스크림"
"스시도모다찌 제주점","y","n","","","11:30","21:30","11:30","21:30","","","모듬초밥세트, 프리미엄연어세트, 프리미엄참치세트"
"제주와인창고","y","n","","","10:00","22:00","10:00","22:00","","","데일리와인, 수제맥주, 샴페인, 내추럴와인, 리큐르"
"애월빵공장앤카페","y","n","","","09:00","20:00","09:00","20:00","","","제주현무암쌀빵, 고구마빵, 라임모히또, 히비스커스 유자티"
"제레미","y","n","","","09:00","18:00","09:00","18:00","","","핸드드립커피, 제레미커피"
"함덕마당","y","y","","","08:30","20:00","08:30","20:00","","","한라산세트, 모듬생선구이"
"아이갓에브리씽","y","n","","","08:30","17:30","08:30","17:30","","",""
"카페세렌디","y","n","n","어린이 의자 3개 있습니다","08:00","22:00","08:00","22:00","","","베이글, 샌드위치 , 신선한 커피"
"칠돈가 중문점","y","n","","","13:00","22:00","13:00","22:00","","","흑돼지, 돼지고기, 김치찌개, 근고기"
"다정이네","y","y","","","08:00","20:00","08:00","20:00","","","다정이네김밥, 매운멸치고추김밥"
"삼보식당","y","n","","","08:30","20:30","08:30","20:30","","","전복뚝배기, 옥돔구이, 자리물회"
"라운지 38","","y","","","00:00","00:00","00:00","00:00","","","애프터눈 티, 샴페인, 칵테일, 디저트"
"스테이크 하우스","y","y","","요청시 제공","00:00","00:00","00:00","00:00","","","스테이크, 해산물 플래터, 와인, 샴페인"
"아라파파 북촌점","y","n","","","10:00","20:00","10:00","20:00","","","아메리카노, 에프너눈티세트"
"펠릭스","y","n","","","09:00","18:30","09:00","18:30","","","우도땅콩흑당라떼, 제주보리개역꿀라떼"
"한성오메기떡","y","y","","","08:00","20:30","08:00","20:30","","","오메기떡"
"벨라지다","y","n","","","07:00","22:00","07:00","22:00","","","벨라크림스페너, 벨라요거트볼, 식빵"
"탑해장국앤돈가스","y","n","","","08:30","17:00","08:30","17:00","","","고기많이해장국, 버섯많이해장국, 돈가스세트, 메밀소바세트"
"제주약수터 본점","y","n","","","16:00","22:00","16:00","22:00","","","수제맥주, 풀드포크BBQ플래터"
"국제부두토산품스낵","y","n","","","","","","","","","즉석우동, 김밥, 라면, 오뎅탕"
"레이지펌프","y","n","","","09:00","20:00","09:00","20:00","","","제주말차크리미, 퍼플에이드"
"제갈양 제주협재점","y","n","","","09:00","20:00","09:00","20:00","","","갈치조림, 갈치구이, 갈치뚝배기"
"하늘창고","y","y","n","모래놀이,자동차, 잔디마당","10:30","17:00","10:30","17:00","","","꽃피로"
"팔도수산식당","","","","","07:00","23:00","07:00","23:00","","",""
"제주기사정식뷔페","y","n","","","10:00","21:00","10:00","21:00","","","정식뷔페"
"안녕구움","y","y","","","10:30","18:00","10:30","18:00","","","에그타르트, 스콘, 쌀스모어쿠키, 바스크치즈케이"
"팝업 플라자","y","","","요청시 제공","00:00","00:00","00:00","00:00","","","생과일 주스, 튀김, 아이스크림, 와플"
"클로리스 제주성산점","y","n","","","09:00","22:00","09:00","22:00","","","밀크티, 블러썸"
"카페인우도","y","y","","","09:30","17:00","09:30","17:00","","","우도땅콩아이스크림, 땅콩와플, 감자튀김"
"해왓","y","y","","","09:00","21:30","09:00","21:30","","","전복해물뚝배기, 통갈치구이, 고등어활어회"
"시트러스","","","","","10:00","20:00","10:00","20:00","","",""
"로빙화","n","n","","","10:00","22:00","10:00","22:00","","","스칼렛, 수제버거, 헝가리스튜 굴라쉬"
"명태명가","y","y","","","10:30","22:00","10:30","22:00","","","명태조림, 명태정식, 생선구이"
"빵하우스","y","n","","","07:00","23:00","07:00","23:00","","","견과류타르트, 꽈배기, 쁘띠, 식빵"
"동글이흑돼지바베큐","y","n","","","11:00","22:00","11:00","22:00","","","흑돼지 바베큐, 즉석 오징어구이"
"제주돌창고","y","y","n","","09:30","18:00","13:00","21:00","","","금능바다빙수, 돌창고라떼, 쉰다리, 보리개역"
"일품순두부함덕점","y","y","","","06:00","22:00","06:00","22:00","","","일품순두부, 해장순두부, 두부전골, 소불고기뚝배기, 제육볶음, 두부김치"
"델문도로스터스","y","n","","","07:00","22:00","07:00","22:00","","","소보로아인슈페너, 소보루녹차라떼, 베이커리"
"제주선 더블랙","y","y","n","","17:00","21:30","17:00","21:30","","",""
"만세국수 본점","y","n","","","09:00","21:00","09:00","21:00","","","고기국수, 도가니탕, 찹쌀순대"
"청파식당횟집","y","n","","","11:00","21:00","11:00","21:00","","","고등어회, 전복구이, 우럭매운탕"
"김명자굴국밥(성산점)","y","y","","","06:00","21:00","06:00","21:00","","","굴국밥, 굴해장국, 굴파전"
"성산 호랑호랑","y","n","","","08:00","23:00","08:00","23:00","","","수제홍차라떼, 단호박라떼, 광치기커피"
"갤러리 라운지","y","y","n","요청 시 제공","00:00","00:00","00:00","00:00","","","수제 케이크, 커피, 차, 샴페인"
"제주 핫팟","y","y","y","요청시 제공","00:00","00:00","00:00","00:00","","","중식, 훠궈, 핫팟"
"유메야마","y","y","y","요청시 제공","00:00","00:00","00:00","00:00","","","일식, 꼬치, 스시, 테판야끼"
"도도톳김밥","y","y","","","09:00","19:00","09:00","19:00","","","톳김밥, 해물문어라면, 해물떡뽁이"
"지미스천연아이스크림","y","n","","","08:00","17:30","08:00","17:30","","","원조우도땅콩아이스크림, 한라봉천혜향아이스크림"
"난드르바당","y","n","","","12:00","22:00","12:00","22:00","","","제주산흑돼지구이"
"포차","y","y","","요청시 제공","00:00","00:00","00:00","00:00","","","한식, 해물라면, 김치전, 막걸리, 고기국수, 햄버거, 치킨, 덮밥"
"카페탠저린","y","y","","","09:00","18:00","09:00","18:00","","","아메리카노,착즙당근쥬스, 제주말차라떼"
"쉬멍가","y","n","","","10:00","21:00","10:00","21:00","","","우도땅콩아이스크림"
"게판5분전","y","n","","","10:00","22:00","10:00","22:00","","","딱새우찜, 딱새우회, 모듬회, 모듬찜, 부채새우찜"
"바삭돈까스 신서귀포점","y","n","","","11:30","21:00","11:30","21:00","","","돈까스나베, 김치나베, 새우나베"
"제주약수터 올레시장점","y","n","","","13:00","22:00","13:00","22:00","","","4종샘플러, 제주수제맥주400cc잔"
"마농오메기통닭마농문어통닭","y","n","","","12:00","22:00","12:00","22:00","","","마농오메기통닭, 마농딱새우통닭, 마농문어통닭"
"썬셋클리프","y","y","","","10:00","00:00","10:00","00:00","","","하와이안페퍼로니피자, 아인슈페너, 흑돼지멜젓파스타"
"뚱보아저씨","y","n","","","08:30","20:00","08:30","20:00","","","갈치구이정식, 갈치조림"
"리치망고 신화월드점","y","n","","","11:00","20:00","11:00","20:00","","","스페셜망고쉐이크"
"서귀피안베이커리","y","n","n","수유실 완비","08:00","21:00","08:00","21:00","","","빵, 케익, 커피, 기타 음"
"코코티에","y","n","","","10:00","21:00","10:00","21:00","","","솔티카라멜라떼, 코코티에에이드"
"블루보틀송당점","","","","","","","","","","",""
"S BAR","y","n","n","","17:00","23:00","17:00","23:00","","",""
"리치망고 협재점","y","n","","","09:00","20:00","09:00","20:00","","","스페셜망고쉐이크"
"서서방 숯불닭갈비","y","y","","","09:00","20:00","09:00","20:00","","","양념숯불닭갈비, 소금구이, 흑돼지 양념갈비"
"진양해장국","y","n","","","06:00","16:00","06:00","16:00","","","소고기선지해장국, 한우소머리곰탕"
"보레드베이커스","y","y","","","08:00","22:00","08:00","22:00","","","플레인크로아상, 카야잼스콘, 보라멜라떼, 윈터모카"
"고요새","y","y","","","12:00","18:00","12:00","18:00","","","땅콩버터크림, 고요새티, 땅콩버터크림"
"용꽈배기","y","y","","","08:00","18:00","08:00","18:00","","","꽈배기, 대파꽈배기, 팥도너츠"
"에오마르","y","y","","","09:00","21:00","09:00","21:00","","","에스프레소콘파냐, 아인슈페너, 아메리카노"
"풀베개","n","n","","","10:00","19:00","10:00","19:00","","","스윗풀베개, 마음"
"해주소반","y","y","","","08:00","23:00","08:00","23:00","","","왕갈비탕, 매운소갈비찜, 곱창전골, 닭볶음탕"
"24시얼큰시원생고기김치찌개노형점","y","y","","","09:00","00:00","09:00","00:00","","","김치찌개, 수제돈까스, 제육볶음"
"대춘해장국 노형점","y","n","","","06:00","16:00","06:00","16:00","","","해장국, 내장탕"
"카페록록","n","n","","","10:30","18:00","10:30","18:00","","","록록크림라떼, 에그타르트"
"스피닝울프","y","n","","","18:00","01:00","18:00","01:00","","","울프치킨, 흑돼지크러스트, 달고기앤칩스"
"할머니떡집방앗간","y","n","","","08:00","20:00","08:00","20:00","","","오메기떡, 감귤모찌"
"인디안썸머애월","n","n","","","14:00","00:00","14:00","00:00","","","인디언커피, 감바스, 와인"
"루스트플레이스 구남점","y","y","","","11:00","23:00","11:00","23:00","","","트러플오일 머쉬룸샐러드, 봉골레파스타, 빠네파스타, 쭈삼덮밥, 맥주"
"칠돈가 본점","y","y","","","13:30","22:00","13:00","22:00","","","칠돈가근고기(백돼지), 흑도야지근고기"
"명품전통육개장 본점","y","y","","","06:00","00:00","06:00","00:00","","","전통육개장, 하얀육개장"
"꽃가람","y","y","","","09:10","20:00","09:10","20:00","","","흑돼지 고기국수, 돔베고기"
"풍림다방 송당점","n","n","","","10:30","18:00","10:30","18:00","","","풍림브레붸, 쇼콜라쇼, 풍림더치, 카페 타히티"
"아리(あり)","y","n","","","11:20","22:00","11:20","22:00","","","아리텐동, 아나고텐동, 아리우동"
"솔동산고기국수","y","y","","","09:00","20:00","09:00","20:00","","","고기국수, 해물국수, 흑돼지만두"
"달인수산","y","y","","","11:00","22:00","11:00","22:00","","","활어회, 매운탕, 생선구이"
"비테비테","y","n","","","09:00","20:30","09:00","20:30","","","왕오징어 철판버터구이, 흑돼지 철판구이, 문어꼬치"
"선흘곶","y","y","","","10:30","20:00","10:30","20:00","","","쌈밥정식"
"황금손가락 노형점","y","y","","","11:00","21:00","11:00","21:00","","","모듬초밥, 특초밥, 황금초밥"
"제주판타스틱버거","y","y","","","10:00","18:30","10:00","18:30","","","베이징버거, 화이트 킹, 커리크림소스"
"프로젝트 064","y","y","","","12:00","00:00","12:00","00:00","","","블랙포크 스피니치피자, 포크커틀렛, 마약옥수수"
"옥만이네","y","y","","","08:00","22:00","08:00","22:00","","","옥만이 해물갈비찜, 옥만이 해물맑은탕"
"다미안","y","y","","","09:00","20:00","09:00","20:00","","","맨도롱 또? 단팥빵, 크림빵, 달걀사라다빵"
"그계절","y","n","","","11:00","17:30","11:00","17:30","","","바질토스트, 여름방학, 밀크티"
"훈남횟집","y","y","","","11:00","23:30","11:00","23:30","","","소딱세트, 해산물모둠"
"다올김밥분식","y","n","","","09:30","20:30","09:30","20:30","","","다올모닥치기, 다올김떡순"
"채훈이네해장국","y","y","","","06:30","15:00","06:30","15:00","","","해장국, 고사리육개장, 몸국"
"카페더라이트","y","n","","","09:00","19:00","09:00","19:00","","","감귤차, 더라이트(원두), 그릭요거트"
"앙끄레국수","y","y","","","09:00","19:30","09:00","19:30","","","수두리 보말국수, 성게국수, 고기국수"
"별오름 노형점","y","n","","","11:30","22:30","11:30","22:30","","","정육고기, 한우육회, 냉면"
"바우네나주곰탕 삼화점","y","y","","","09:30","22:00","09:30","22:00","","","바우네곰탕, 나주곰탕, 얼큰우거지곰탕"
"효섬마을초가집","y","y","","","09:00","20:00","09:00","20:00","","","전복돌솥밥, 전복뚝배기"
"모뉴에트","y","n","","","11:00","19:00","11:00","19:00","","","한라산 까눌레, 모뉴에트 라떼, 천혜향 풋귤 에이드"
"비자림국수집","y","y","","","08:00","17:00","08:00","17:00","","","고기국수, 메밀전병"
"커피가게&쉬고가게","y","n","","","10:00","21:00","10:00","21:00","","","제주쌩애플망고빙수, 제주팥옛날팥빙수"
"칠돈가 표선직영점","y","y","","","12:00","22:00","12:00","22:00","","","흑돼지 근고기, 백돼지 근고기, 김치찌개"
"놀놀카페","y","n","","","09:30","19:00","09:30","19:00","","","한라봉차, 보이차, 테린느"
"성산 어멍횟집","y","y","","","13:00","22:00","13:00","22:00","","",""
"보룡제과","y","y","","","08:00","21:00","08:00","21:00","","","마늘바게트, 인절미빵"
"성산일출봉 해송","y","y","","","09:00","20:00","09:00","20:00","","","갈치조림, 갈치구이"
"중국집마씸","y","n","","","11:00","21:00","11:00","21:00","","","매생이굴탕면, 굴탕면"
"크래커스 한경점","y","n","","","10:00","18:00","10:00","18:00","","","아메리카노, 카페라떼"
"어진이네 횟집","y","y","","","10:00","20:00","10:00","20:00","","","자리물회, 한치물회"
"게우지코지 카페","y","n","","","08:30","20:00","08:30","20:00","","","에이드, 크로와상, 호두타르트"
"월정해녀식당","y","y","","","08:00","21:00","08:00","21:00","","","전복해물뚝배기, 통갈치조림"
"청년다방 이도점","y","n","","","11:00","22:00","11:00","22:00","","","차돌떡볶이, 통큰오짱떡볶이, 버터갈릭감자튀김"
"성산해녀짬뽕","y","n","","","10:00","17:00","10:00","17:00","","","해녀짬뽕, 해녀짜장"
"올디벗구디","n","n","","","11:00","21:00","11:00","21:00","","","올디커피, 쿠키, 브라운치즈 크로플"
"사우스바운더","y","y","","","16:30","01:00","16:30","01:00","","","버터밀크치킨, 사우스바운더피자"
"미드나잇 제주","y","y","","","18:00","23:00","18:00","23:00","","","옛날통닭, 감바스파스타, 까르보치킨텐더"
"소소희","y","y","","","11:00","18:00","11:00","18:00","","","샤워도우, 치아바타"
