"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"751","EN","Land and Sea Exploration",6,0,16/07/27,16/07/30,1,3,"혼자,휴식과 치유 여행",16/07/13,18/05/24,"n","Y",0,0,0,"y",0,12
"754","CN","州部漫游",0,0,16/06/01,16/06/03,1,2,"혼자,휴식과 치유 여행",16/07/13,18/05/24,"n","Y",0,0,0,"y",0,
"798","CN","州6日游",1,0,16/07/22,16/07/27,1,5,"혼자,휴식과 치유 여행",16/07/15,18/05/15,"n","Y",0,0,0,"y",0,2
"859","KR","asdfasdfasdf",0,0,16/07/26,16/07/30,1,4,"혼자,휴식과 치유 여행",16/07/26,18/04/13,"n","Y",0,0,0,"y",0,
"1039","KR","제주의 자연을 만나는 여행",2,0,16/12/01,16/12/02,1,1,"혼자,휴식과 치유 여행",16/12/25,18/07/16,"n","Y",0,0,1,"y",0,4
"1202","KR","늴리리야~",0,0,17/02/06,17/02/07,1,1,"혼자,휴식과 치유 여행",17/02/06,18/04/13,"n","Y",0,0,0,"y",0,
"1213","KR","제주도 가족여행",0,0,17/02/10,17/02/13,1,3,"혼자,휴식과 치유 여행",17/02/09,18/04/13,"n","N",0,0,0,"y",0,
"1376","KR","첫 제주여행",0,0,17/04/12,17/04/14,1,2,"혼자,휴식과 치유 여행",17/04/07,18/04/13,"n","N",0,0,0,"y",0,
"1414","KR","ㅋㅋㅋㅋ",0,0,17/07/01,17/07/02,1,1,"혼자,휴식과 치유 여행",17/04/20,18/04/13,"n","N",0,0,0,"y",0,
"1439","KR","dugd",0,0,17/04/30,17/05/03,1,3,"혼자,휴식과 치유 여행",17/04/27,18/04/13,"n","N",0,0,0,"y",0,
"1476","KR","1",0,0,17/05/13,17/05/14,1,1,"혼자,휴식과 치유 여행",17/05/11,18/04/13,"n","N",0,0,0,"y",0,
"785","KR","동서남북 제주",2,0,16/03/06,16/03/11,1,5,"혼자,휴식과 치유 여행",16/07/14,18/05/04,"n","Y",0,0,0,"y",0,4
"943","KR","1박2일",0,0,16/10/24,16/10/25,1,1,"혼자,휴식과 치유 여행",16/10/24,18/04/13,"n","Y",0,0,0,"y",0,
"1040","KR","섬속의 섬 1박 2일 여행",1,0,16/12/01,16/12/02,1,1,"혼자,휴식과 치유 여행",16/12/25,18/05/04,"n","Y",0,0,1,"y",0,2
"1099","KR","나홀로 떠나는 제주여행",0,0,17/01/06,17/01/07,1,1,"혼자,휴식과 치유 여행",17/01/05,18/04/13,"n","N",0,0,0,"y",0,
"1199","KR","A와 B",0,0,17/02/09,17/02/13,1,4,"혼자,휴식과 치유 여행",17/02/05,18/04/13,"n","N",0,0,0,"y",0,
"1227","KR","아짱의 제주여행",0,0,17/02/22,17/02/25,1,3,"혼자,휴식과 치유 여행",17/02/20,18/04/13,"n","N",0,0,0,"y",0,
"1311","KR","d",0,0,17/03/18,17/03/19,1,1,"혼자,휴식과 치유 여행",17/03/18,18/04/13,"n","N",0,0,0,"y",0,
"1406","KR","1차",0,0,17/04/28,17/04/29,1,1,"혼자,휴식과 치유 여행",17/04/18,18/04/13,"n","Y",0,0,0,"y",0,
"738","EN","Famous Jeju Attractions",4,0,16/07/15,16/07/16,1,1,"혼자,휴식과 치유 여행",16/07/13,18/05/24,"n","Y",0,0,0,"y",0,8
"753","EN","Travel, Eat, Shop",6,0,16/08/01,16/08/04,1,3,"혼자,휴식과 치유 여행",16/07/13,18/05/24,"n","Y",0,0,0,"y",0,12
"763","KR","제주 대표 실내관광지 완파",0,0,16/07/22,16/07/24,1,2,"혼자,휴식과 치유 여행",16/07/14,18/05/04,"n","Y",0,0,0,"y",0,
"767","KR","제주의 자연을 만나자",0,0,16/05/01,16/05/04,1,3,"혼자,휴식과 치유 여행",16/07/14,18/05/04,"n","Y",0,0,0,"y",0,
"770","JP","州の自然と史を堪能する３泊４日旅行",0,0,16/07/29,16/08/01,1,3,"혼자,휴식과 치유 여행",16/07/14,18/05/15,"n","Y",0,0,0,"y",0,
"779","KR","제주의 자연 속에서 제대로 힐링해볼까",0,0,16/06/14,16/06/18,1,4,"혼자,휴식과 치유 여행",16/07/14,18/05/04,"n","Y",0,0,0,"y",0,
"1209","KR","#3박4일#가족#차량",0,0,17/02/21,17/02/24,1,3,"혼자,휴식과 치유 여행",17/02/08,18/04/13,"n","Y",0,0,0,"y",0,
"1489","KR","도담이와 함께하는 3박4일 태교여행",0,0,17/05/13,17/05/16,1,3,"혼자,휴식과 치유 여행",17/05/13,18/04/13,"n","N",0,0,0,"y",0,
"3354","kr","비공개일정",0,0,18/05/28,18/05/31,1,4,"부모,휴식과 치유 여행,놀자",18/05/24,18/05/30,"n","n",0,0,0,"n",0,
"1306","KR","ㄴㄴ",0,0,17/03/18,17/03/20,1,2,"혼자,휴식과 치유 여행",17/03/17,18/04/13,"n","N",0,0,0,"y",0,
"1309","KR","1박",0,0,17/03/18,17/03/20,1,2,"혼자,휴식과 치유 여행",17/03/17,18/04/13,"n","Y",0,0,0,"y",0,
"1324","KR","2",0,0,17/03/26,17/03/28,1,2,"혼자,휴식과 치유 여행",17/03/20,18/04/13,"n","Y",0,0,0,"y",0,
"1379","KR","kk",0,0,17/05/01,17/05/04,1,3,"혼자,휴식과 치유 여행",17/04/09,18/04/13,"n","N",0,0,0,"y",0,
"1383","KR","♡",0,0,17/04/13,17/04/15,1,2,"혼자,휴식과 치유 여행",17/04/11,18/04/13,"n","N",0,0,0,"y",0,
"1416","KR","첫 올레길 여행",0,0,17/04/21,17/04/23,1,2,"혼자,휴식과 치유 여행",17/04/21,18/04/13,"n","Y",0,0,0,"y",0,
"1422","KR","dd",0,0,17/05/01,17/05/04,1,3,"혼자,휴식과 치유 여행",17/04/23,18/04/13,"n","N",0,0,0,"y",0,
"1441","KR","2박3일",0,0,17/04/29,17/05/01,1,2,"혼자,휴식과 치유 여행",17/04/28,18/04/13,"n","N",0,0,0,"y",0,
"1448","KR","한석수 여행일정",0,0,17/05/02,17/05/04,1,2,"혼자,휴식과 치유 여행",17/05/01,18/04/13,"n","N",0,0,0,"y",0,
"1460","KR","가족여행 alt2",0,0,17/05/04,17/05/06,1,2,"혼자,휴식과 치유 여행",17/05/02,18/04/13,"n","N",0,0,0,"y",0,
"1473","KR","..",0,0,17/06/11,17/06/16,1,5,"혼자,휴식과 치유 여행",17/05/09,18/04/13,"n","N",0,0,0,"y",0,
"1477","KR","문화유산 여행코스",0,0,17/05/13,17/05/14,1,1,"혼자,휴식과 치유 여행",17/05/11,18/04/13,"n","N",0,0,0,"y",0,
"1490","KR","여행일정",0,0,17/05/13,17/05/14,1,1,"혼자,휴식과 치유 여행",17/05/13,18/04/13,"n","N",0,0,0,"y",0,
"1494","KR","제주도 여행",0,0,17/08/29,17/08/31,1,2,"혼자,휴식과 치유 여행",17/05/14,18/04/13,"n","N",0,0,0,"y",0,
"1561","KR","가족여행",0,0,17/06/02,17/06/04,1,2,"혼자,휴식과 치유 여행",17/05/30,18/04/13,"n","N",0,0,0,"y",0,
"1622","KR","우리 첫 비행기 여행",0,0,17/06/14,17/06/17,1,3,"혼자,휴식과 치유 여행",17/06/14,18/04/13,"n","N",0,0,0,"y",0,
"1628","KR","우리 가족 첫번째 제주 여행!",0,0,17/06/19,17/06/22,1,3,"혼자,휴식과 치유 여행",17/06/15,18/04/13,"n","N",0,0,0,"y",0,
"1644","KR","가족힐링여행",0,0,17/07/08,17/07/12,1,4,"혼자,휴식과 치유 여행",17/06/20,18/04/13,"n","N",0,0,0,"y",0,
"1647","KR","두 도롱이의 제주도민되기",0,0,17/06/26,17/06/30,1,4,"혼자,휴식과 치유 여행",17/06/21,18/04/13,"n","N",0,0,0,"y",0,
"1687","KR","3일차",0,0,17/07/13,17/07/14,1,1,"혼자,휴식과 치유 여행",17/07/03,18/04/13,"n","N",0,0,0,"y",0,
"1689","KR","쭌♥쏘 제주도 여행기",0,0,17/07/18,17/07/19,1,1,"혼자,휴식과 치유 여행",17/07/04,18/04/13,"n","Y",0,0,0,"y",0,
"1729","KR","가족여행",0,0,17/07/16,17/07/18,1,2,"혼자,휴식과 치유 여행",17/07/13,18/04/13,"n","N",0,0,0,"y",0,
"1740","KR","우리 가족 제주여행",2,0,17/08/23,17/08/26,1,3,"혼자,휴식과 치유 여행",17/07/15,18/08/19,"n","N",0,0,0,"y",0,4
"1788","KR","제주 여행",0,0,17/08/02,17/08/05,1,3,"혼자,휴식과 치유 여행",17/07/25,18/04/13,"n","N",0,0,0,"y",0,
"1807","KR","제주 TOUR!!",1,0,17/08/03,17/08/05,1,2,"혼자,휴식과 치유 여행",17/07/29,19/12/04,"n","N",0,0,0,"y",0,2
"1845","KR","제주",0,0,17/08/07,17/08/09,1,2,"혼자,휴식과 치유 여행",17/08/04,18/04/13,"n","N",0,0,0,"y",0,
"1856","KR","남자 넷이서 2박3일 제주한바퀴",0,0,17/08/29,17/08/31,1,2,"혼자,휴식과 치유 여행",17/08/06,18/04/13,"n","Y",0,0,0,"y",0,
"1870","KR","흑돼지와 함께 떠나는 제주여행",0,0,17/10/24,17/10/25,1,1,"혼자,휴식과 치유 여행",17/08/13,18/04/13,"n","N",0,0,0,"y",0,
"1879","KR","111",0,0,17/08/24,17/08/26,1,2,"혼자,휴식과 치유 여행",17/08/17,18/04/13,"n","Y",0,0,0,"y",0,
"1883","KR","여행 일정 1일",0,0,17/08/21,17/08/22,1,1,"혼자,휴식과 치유 여행",17/08/18,18/04/13,"n","N",0,0,0,"y",0,
"1942","KR","가족여행",0,0,17/09/30,17/10/07,1,7,"혼자,휴식과 치유 여행",17/08/28,18/04/13,"n","N",0,0,0,"y",0,
"1965","KR","연두&준우 2박3일 제주도 여행기",0,0,17/09/02,17/09/04,1,2,"혼자,휴식과 치유 여행",17/08/29,18/04/13,"n","Y",0,0,0,"y",0,
"1971","KR","1",0,0,17/10/19,17/10/21,1,2,"혼자,휴식과 치유 여행",17/08/29,18/04/13,"n","N",0,0,0,"y",0,
"1980","KR","가족여행",0,0,17/10/03,17/10/09,1,6,"혼자,휴식과 치유 여행",17/08/31,18/04/13,"n","N",0,0,0,"y",0,
"2007","KR","화성인의 제주 가을 여행",0,0,17/09/07,17/09/09,1,2,"혼자,휴식과 치유 여행",17/09/06,18/04/13,"n","Y",0,0,0,"y",0,
"2021","KR","제주도",0,0,17/09/28,17/09/30,1,2,"혼자,휴식과 치유 여행",17/09/08,18/04/13,"n","N",0,0,0,"y",0,
"2024","KR","제주도",0,0,17/09/21,17/09/23,1,2,"혼자,휴식과 치유 여행",17/09/08,18/04/13,"n","N",0,0,0,"y",0,
"2048","KR","1",0,0,17/09/11,17/09/14,1,3,"혼자,휴식과 치유 여행",17/09/09,18/04/13,"n","N",0,0,0,"y",0,
"2071","KR","내사랑과의 여행",0,0,17/09/16,17/09/19,1,3,"혼자,휴식과 치유 여행",17/09/12,18/04/13,"n","N",0,0,0,"y",0,
"3191","kr","반려견과 함께하는 여행",1,0,18/06/08,18/06/10,2,3,"커플,휴식과 치유 여행,반려견",18/05/11,18/05/14,"n","n",0,0,0,"n",0,2
"3194","kr","제주 동쪽 구석구석 마을여행",19845,133,18/06/05,18/06/08,3,4,"친구,제주의 문화유산,마을,오름",18/05/11,21/09/10,"n","y",0,2,32,"y",0,39696
"3195","en","영)서남지역 뚜벅이 여행",0,0,18/07/06,18/07/08,3,3,"Friends,With Children,bus",18/05/14,18/05/14,"n","y",0,0,0,"n",0,
"3253","jp","州島南西部をく旅",268,0,18/07/06,18/07/08,3,3,"子供と一に,友達,公共交通機",18/05/14,22/01/13,"y","y",0,0,1,"y",0,536
"3254","jp","州島南東部をく旅",742,0,18/07/06,18/07/09,2,4,"カップル,美食の旅,公共交通機",18/05/15,22/03/03,"y","y",0,0,3,"y",0,1484
"3255","jp","州島北東部をく旅",628,0,18/06/16,18/06/20,1,5,"ヒリング,カップル,公共交通機",18/05/15,22/02/03,"y","y",0,0,1,"y",0,1256
"3256","kr","제주 속살 탐험",15819,140,18/10/04,18/10/09,2,6,"레저와 체험,커플,걷기/등반,경관/포토",18/05/15,21/09/10,"n","y",0,0,34,"y",0,31638
"3272","kr","ttttttt",1,0,18/05/15,18/05/16,1,2,"부모,레저와 체험,3",18/05/15,18/05/15,"n","n",0,0,0,"y",0,2
"3291","kr","한 템포 쉬어가는 여행",50998,966,18/09/22,18/09/25,2,4,"부모,휴식과 치유 여행,숲,수목원",18/05/18,20/06/12,"n","y",0,9,132,"y",0,102023
"3292","kr","짧지만 깊은 제주여행",8690,45,18/09/28,18/10/03,3,6,"전시와 행사,부모,꽃,미술",18/05/18,18/11/26,"n","n",0,1,12,"y",0,17383
"3293","kr","동북 제주 속 보물찾기",7627,60,18/09/27,18/09/29,1,3,"혼자,쇼핑,플리마켓",18/05/18,18/12/24,"n","y",0,0,30,"y",0,15254
"3306","kr","제주 동쪽 구석구석 마을여행",1,0,18/05/29,18/06/01,3,4,"친구,제주의 문화유산,마을,오름",18/05/21,18/05/23,"n","n",0,0,0,"y",0,2
"3307","kr","SNS 핫플레이스 골라가기",2,0,18/05/29,18/06/03,2,6,"친구,식도락 여행,카페,포토스팟,맛집",18/05/21,18/05/30,"n","n",0,0,0,"y",0,4
"3308","kr","아이와 함께 가는 동부여행",1,0,18/05/21,18/05/24,3,4,"휴식과 치유 여행,아이,가족,체험,자연",18/05/21,18/10/26,"n","n",0,0,0,"y",0,2
"3309","kr","#통장이_텅장으로 #탕진잼",1,0,18/05/23,18/05/25,3,3,"친구,쇼핑,플리마켓,전통시장,면세점,공방,야시장",18/05/21,18/05/21,"n","n",0,0,0,"y",0,2
"3310","kr","제주 서쪽 구석구석 마을여행",1,0,18/05/24,18/05/28,2,5,"커플,천천히 걷기,마을",18/05/21,18/05/21,"n","n",0,0,0,"y",0,2
"3322","en","Authentic Jeju experiences",5029,72,18/10/04,18/10/09,2,6,"Couples,On Foot,Geo Trails,Landscapes",18/05/23,22/03/20,"y","y",0,1,34,"y",0,10061
"3323","en","Slow voyages",3092,13,18/09/22,18/09/25,2,4,"Parents,Vacation,Rest/Healing,Landscapes",18/05/23,22/03/22,"y","y",0,0,13,"y",0,6184
"3324","en","Short but sweet",2579,3,18/09/28,18/09/30,3,3,"Parents,Exhibition/Event,Gallery/Museum,Rest/Healing",18/05/23,22/03/19,"y","y",0,0,12,"y",0,5158
"3325","en","Finding treasures in northeast Jeju",2262,1,18/09/28,18/09/30,1,3,"Shopping,Solo Travel,Landscapes",18/05/23,22/03/20,"y","y",0,0,13,"y",0,4524
"3326","cn","州深度探",2466,9,18/10/04,18/10/09,2,6,"情,徒步,地之旅,自然/拍照",18/05/23,22/03/06,"y","y",0,0,7,"y",0,4932
"3225","cn","중)여행 버킷리스트 이루기",1,0,18/05/18,18/05/22,2,5,"一,休/,낚시,캠핑,올레",18/05/14,18/05/24,"y","y",0,0,0,"n",0,2
"3226","cn","和父母一起的徒步旅行",132,0,18/08/17,18/08/20,3,4,"父母,徒步,偶小路,文化址,自然/拍照",18/05/14,21/09/23,"y","n",0,0,1,"y",0,264
"3227","cn","天一夜旅行",437,0,18/06/02,18/06/03,1,2,"一人,休息,健康/愈,徒步/登山",18/05/14,21/09/23,"y","y",0,0,0,"y",0,874
"3228","cn","和孩子一起的州西部之旅",175,1,18/07/20,18/07/24,3,5,"孩子,休/,徒步/登山,文化址",18/05/14,22/01/04,"y","y",0,0,2,"y",0,350
"3229","cn","和孩子一起的州部之旅",105,0,18/09/23,18/09/25,3,3,"孩子,休息,主公,健康/愈",18/05/14,21/12/28,"y","y",0,0,0,"y",0,210
"3230","cn","了解州",200,0,18/10/19,18/10/22,3,4,"孩子,文化,美/博物,4.3事件",18/05/14,21/12/07,"y","y",0,0,1,"y",0,400
"3231","cn","物之旅",160,0,18/08/24,18/08/26,3,3,"朋友,物,市",18/05/14,21/09/23,"y","y",0,0,0,"y",0,320
"3232","cn","州之旅",93,0,18/05/25,18/05/27,1,3,"一人,文化,美/博物,",18/05/14,21/12/07,"y","y",0,0,0,"y",0,186
"3233","cn","州西部村庄深度游",75,1,18/07/10,18/07/13,2,4,"朋友,徒步,,兜,自然/拍照",18/05/14,21/09/23,"y","y",0,0,0,"y",0,150
"3234","cn","州部村庄深度游",80,0,18/06/05,18/06/08,3,4,"朋友,文化,美/博物,徒步/登山,小火山",18/05/14,21/09/23,"y","y",0,0,0,"y",0,160
"3235","cn","西部地徒步旅行",91,0,18/06/30,18/07/03,2,4,"朋友,徒步,公共交通機,夜",18/05/14,21/09/05,"y","y",0,0,1,"y",0,182
"3236","cn","西南地徒步旅行",745,0,18/07/06,18/07/08,3,3,"朋友,展/活,公共交通機,美/博物",18/05/14,21/03/09,"y","y",0,0,1,"y",0,1490
"3237","cn","南地徒步旅行",863,6,18/07/06,18/07/09,2,4,"情,美食游,自然/拍照,公共交通",18/05/14,21/12/28,"y","y",0,0,2,"y",0,1726
"3238","cn","중)동북지역 뚜벅이 여행",0,0,18/06/16,18/06/20,2,5,"一,原,버스",18/05/14,18/05/14,"n","n",0,0,0,"n",0,
"3239","cn","北地徒步旅行",1128,1,18/06/16,18/06/20,2,5,"情,休息,公共交通,健康/愈,中",18/05/14,22/01/18,"y","y",0,0,4,"y",0,2256
"3240","jp","初めての州をしむ旅",431,2,18/05/19,18/05/22,1,4,"ひとり,徒,活力,自然/拍照",18/05/14,22/02/10,"y","y",0,0,2,"y",0,862
"3241","jp","SNSで話題のスポットを巡る旅",383,0,18/07/05,18/07/10,2,6,"友達,休憩,景/フォト",18/05/14,22/02/02,"y","y",0,0,2,"y",0,766
"3242","jp","夢をえる州の旅",63,0,18/05/18,18/05/22,2,5,"カップル,レジャ/,徒/登山",18/05/14,21/10/03,"y","y",0,0,0,"y",0,126
"3243","jp","親と一にいてしむ州",35,0,18/08/17,18/08/20,3,4,"親,オレ/ウォキング,森",18/05/14,21/03/04,"y","y",0,0,1,"y",0,70
"3244","jp","1泊2日州島旅行",140,0,18/06/02,18/06/03,1,2,"一人で,ヒリング,森",18/05/14,21/11/15,"y","y",0,0,0,"y",0,280
"3381","cn","濟州島環島",1,0,18/06/04,18/06/09,4,6,"父母,休/,觀光",18/05/30,18/05/30,"n","n",0,0,0,"y",0,2
"3382","kr","201806",0,0,18/06/02,18/06/05,4,4,"식도락 여행,아이,문화체험",18/05/30,18/05/30,"n","n",0,0,0,"y",0,
"3383","kr","201806",1,0,18/06/02,18/06/05,4,4,"아이,체험문화,제주의 문화유산",18/05/30,18/05/30,"n","n",0,0,0,"y",0,2
"3385","kr","아이들과 6박7일 제주탐험",0,0,18/06/14,18/06/20,5,7,"아이,천천히 걷기,제주유산",18/05/30,18/05/30,"n","n",0,0,0,"y",0,
"3387","kr","한 템포 쉬어가는 여행",0,0,18/06/25,18/06/28,3,4,"부모,휴식과 치유 여행,숲,수목원",18/05/30,18/05/30,"n","n",0,0,0,"y",0,
"3388","cn","8天7",0,0,18/05/30,18/06/06,6,8,"朋友,休/,小盆友",18/05/30,18/05/30,"n","n",0,0,0,"y",0,
"3389","kr","180701-03",2,0,18/07/01,18/07/03,2,3,"커플,식도락 여행,자연유산",18/05/30,18/05/30,"n","n",0,0,0,"y",0,4
"3390","kr","0701",1,0,18/07/01,18/07/03,2,3,"커플,제주의 문화유산,식도락",18/05/30,18/05/30,"n","n",0,0,0,"y",0,2
"3391","kr","우리들",0,0,18/05/31,18/06/02,3,3,"친구,활동/레저,포토",18/05/30,18/05/30,"n","n",0,0,0,"y",0,
"3393","kr","우리들",2,0,18/05/31,18/06/02,5,3,"친구,식도락 여행,휴식친구",18/05/30,20/01/15,"n","n",0,0,0,"n",0,4
"3394","en","1 night, 2 day trip",0,0,18/05/31,18/06/01,1,2,"Solo,Healing,Forest,Volcanic Cones",18/05/30,18/05/30,"n","y",0,0,0,"y",0,
"3395","kr","3박 4일 제주여행",3,0,18/10/06,18/10/09,9,4,"ㄱ,아이,전시와 행사",18/05/30,18/06/01,"n","y",0,0,0,"n",0,6
"3396","kr","가족여행 비행1",2,0,18/06/13,18/06/15,5,3,"부모,활동/레저,/체험",18/05/30,18/06/01,"n","n",0,0,0,"y",0,4
"3398","kr","8월제주",6,0,18/08/02,18/08/05,2,4,"친구,휴식과 치유 여행,여름휴가",18/05/30,19/05/01,"n","n",0,0,0,"y",0,12
"3399","kr","아이와 함께 가는 동부여행",1,0,18/10/06,18/10/09,6,4,"휴식과 치유 여행,아이,가족,체험,자연",18/05/30,18/06/01,"n","n",0,0,0,"n",0,2
"3400","kr","한 템포 쉬어가는 여행",3,0,18/10/06,18/10/09,6,4,"휴식과 치유 여행,숲,수목원,아이",18/05/30,18/06/01,"n","n",0,0,0,"n",0,6
"3401","kr","애월 여행",4,0,18/05/30,18/05/31,4,2,"친구,천천히 걷기,애월,휴양,휴식",18/05/30,18/06/07,"n","n",0,0,0,"y",0,8
"3327","cn","愈漫游",1904,3,18/09/22,18/09/25,2,4,"父母,休息,健康/愈,自然/拍照",18/05/23,22/01/26,"y","y",0,0,5,"y",0,3808
"3328","cn","短尤的州之旅",1419,1,18/09/28,18/09/30,3,3,"父母,展/活,健康/愈,美/博物",18/05/23,22/01/21,"y","y",0,0,4,"y",0,2838
"3329","cn","州部的物",1820,2,18/09/28,18/09/30,1,3,"一人,物,自然/拍照",18/05/23,22/01/21,"y","y",0,0,5,"y",0,3640
"3330","jp","州島ジオトラベル",418,0,18/10/04,18/10/09,2,6,"カップル,レジャ/,山",18/05/23,22/01/15,"y","y",0,0,0,"y",0,836
"3331","jp","ゆっくりとしむヒリング旅行",992,0,18/09/22,18/09/25,1,4,"親,ヒリング,森",18/05/23,22/02/09,"y","y",0,0,0,"y",0,1984
"3332","jp","短いけれど心にる州旅行",1858,1,18/09/28,18/09/30,3,3,"親,子供と一に,芸術",18/05/23,22/02/08,"y","y",0,0,3,"y",0,3716
"3333","jp","州島北東部の探し",1036,1,18/09/28,18/09/30,1,3,"一人で,親と一に,土産",18/05/23,22/02/17,"y","y",0,0,2,"y",0,2072
"3334","kr","꽉 찬 주말, 1박 2일 혼행 ",1,0,18/05/23,18/05/24,1,2,"혼자,주말여행,휴식과 치유 여행",18/05/23,18/05/23,"n","n",0,0,0,"n",0,2
"3335","kr","꽉 찬 주말, 1박 2일 혼행 ",1,0,18/05/23,18/05/24,1,2,"혼자,주말여행,휴식과 치유 여행",18/05/23,18/05/23,"n","n",0,0,0,"n",0,2
"3347","jp","州島カフェ巡り",0,0,18/05/26,18/05/27,2,2,"友達,ヒリング,州市",18/05/24,18/05/24,"n","n",0,0,0,"n",0,
"3348","cn","天一夜",0,0,18/06/20,18/06/21,2,2,"朋友,原,美食",18/05/24,18/05/24,"n","n",0,0,0,"y",0,
"3349","en","sample",0,0,18/05/28,18/05/30,2,3,"Parents,Healing,funny",18/05/24,18/05/30,"n","n",0,0,0,"n",0,
"3350","en","dfsa",0,0,18/05/24,18/05/31,10,8,"Gourmet Travel,pizza,Parents",18/05/24,18/05/24,"n","n",0,0,0,"y",0,
"3351","en","1 month",0,0,18/06/01,18/06/30,4,30,"Couple,Olle / Walking,exercise",18/05/24,18/05/24,"n","n",0,0,0,"y",0,
"3352","en","76",0,0,18/05/24,18/05/27,1,4,"Solo,Healing,alone",18/05/24,18/05/24,"n","n",0,0,0,"y",0,
"3353","en","ttttttt",0,0,18/05/23,18/05/25,2,3,"Parents,Healing,asd,asd,xcv",18/05/24,18/07/16,"n","n",0,0,0,"n",0,
"3356","kr","테스느 5/24",0,0,18/05/23,18/05/24,1,2,"친구,식도락 여행,태그",18/05/24,18/10/11,"n","y",0,0,0,"n",0,
"3357","kr","sdfsfdsf",2,0,18/05/23,18/05/25,1,3,"레저와 체험,부모,dfs",18/05/24,18/09/18,"n","n",0,0,0,"y",0,4
"3359","kr","234423",1,0,18/05/23,18/05/24,1,2,"친구,식도락 여행,2342342343,32432",18/05/24,18/06/20,"n","y",0,0,0,"y",0,2
"3043","kr","슬로우 슬로우",1,0,18/10/19,18/10/21,2,3,"커플,천천히 걷기,가을",18/04/24,18/06/01,"n","y",0,0,0,"y",0,2
"3044","kr","여름엔 바다",0,0,18/07/13,18/07/16,2,4,"레저와 체험,커플,바다",18/04/24,18/04/24,"n","y",0,0,0,"n",0,
"3045","kr","여름엔 바다",1,0,18/07/20,18/07/23,2,4,"커플,레저와 체험,바다",18/04/24,18/06/01,"n","y",0,0,0,"y",0,2
"3046","kr","제주를 걷다",2967,18,18/05/17,18/05/19,1,3,"제주의,문화유산,인문학,커플",18/04/24,22/03/21,"y","y",0,0,3,"y",0,5934
"3047","kr","북제주 알고가기",0,0,18/04/27,18/04/29,1,3,"혼자,휴식과 치유 여행,협재",18/04/24,18/04/24,"n","y",0,0,0,"n",0,
"3158","en","My Bucket List",375,6,18/05/18,18/05/22,2,5,"Couples,Activity/Leisure,On Foot,Driving,Activities",18/05/10,22/03/19,"y","y",0,2,2,"y",0,756
"3159","en","Sightseeing with my parents",248,2,18/08/17,18/08/20,3,4,"Parents,On Foot,Olle Walking Trails,Cultural Sites,Landscapes",18/05/10,22/03/09,"y","y",0,0,1,"y",0,496
"3160","en","Eastside trips with my kids",243,1,18/09/23,18/09/25,3,3,"Children,Vacation,Theme Parks,Rest/Healing",18/05/10,22/03/19,"y","y",0,0,0,"y",0,486
"3161","en","Getting to know Jeju",315,1,18/10/19,18/10/22,3,4,"Children,Cultural Heritage,Gallery/Museum,4.3",18/05/10,22/02/03,"y","y",0,0,1,"y",0,630
"3162","en","Appreciating Jeju art",90,0,18/05/25,18/05/27,1,3,"Museum / Gallery,Exhibition/Event,Art",18/05/10,22/03/07,"y","y",0,0,0,"y",0,180
"3219","en","Exploring eastside villages",541,5,18/06/05,18/06/08,3,4,"Friends,Exhibition/Event,Gallery/Museum,On Foot",18/05/14,22/02/09,"y","y",0,0,2,"y",0,1082
"3220","en","Exploring westside villages",1420,7,18/07/10,18/07/14,2,5,"Couples,On Foot,Driving,Landscapes",18/05/14,22/03/08,"y","y",0,0,9,"y",0,2840
"3222","cn","入州旅游路",752,4,18/05/19,18/05/22,1,4,"一人,徒步,自然/拍照,活/休",18/05/14,22/01/13,"y","y",0,0,5,"y",0,1504
"3223","cn","旅游目的地",1509,11,18/07/05,18/07/10,2,6,"朋友,美食游,健康/愈,自然/拍照",18/05/14,22/03/06,"y","y",0,0,9,"y",0,3018
"3224","cn","一生中一定要去一次的地方",337,0,18/05/18,18/05/22,2,5,"一,休/,活力,兜,徒步/登山",18/05/14,22/01/26,"y","y",0,0,1,"y",0,674
"2075","KR","아영",0,0,17/09/19,17/09/22,1,3,"혼자,휴식과 치유 여행",17/09/13,18/04/13,"n","N",0,0,0,"y",0,
"2120","KR","가족여행",0,0,17/10/05,17/10/09,1,4,"혼자,휴식과 치유 여행",17/09/23,18/04/13,"n","N",0,0,0,"y",0,
