,AREA_NM,주소,태그,주요목적,주요목적기타,co2,lg_cat,md_cat
91,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,"#테마공원 #친구 #커플
#맑음 #우정스냅 #동백 #수국",포토스팟,,1.0705070975864837,테마파크/테마관광지,유적지외
92,평대리해변,제주특별자치도 제주시 구좌읍 평대리 515-24,"#해변 #경관/포토 #맑음
#여름 #자연경관 #포토스팟",,,1.639160513065761,자연,바다
93,엉또폭포,제주특별자치도 서귀포시 염돈로 121-8 (강정동),"#폭포 #경관/포토 #커플
#비.눈 #여름 #자연경관 #포토스팟",,,4.831688882772544,자연,산
94,이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,"#커플 #친구 #아이
#테마공원 #사계절 #실내 #어린이 #어트랙션",체험,"카페, 쇼핑",1.0705070975864837,테마파크/테마관광지,유적지외
95,제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,"#올레 #걷기/등산 #친구
#여름 #자연경관 #도보여행 #도보",,트레킹,1.639160513065761,자연,바다
96,지미봉,제주특별자치도 제주시 구좌읍 종달로1길 91-16,"#커플 #친구 #맑음
#오름 #자연경관",,,4.831688882772544,자연,산
98,퍼시픽 리솜 요트투어 샹그릴라,제주특별자치도 서귀포시 중문관광로 154-17,"#액티비티 #부모 #아이
#맑음 #여름 #우수관광사업체 #체험 #레저/체험 #어린이 #수상레저 #어트랙션",,,3.474840539979436,레저/체험,해양레저
99,어승생,제주특별자치도 제주시 해안동 1100도로 555번지,"#산 #걷기/등산 #친구
#흐림 #자연경관 #한라산 #언택트",,,4.831688882772544,자연,산
103,감귤박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,"#실내 #문화유적지 #미술/박물관
#아이 #비.눈 #겨울 #실내관광지 #문화관광 #박물관 #역사유적 #어린이 #어트랙션",공연/전시,,5.907151951990954,테마파크/테마관광지,유적지
104,대평포구,제주 서귀포시 안덕면 창천리 914-5,"#포구 #해변 #문화유적지
#가을 #문화관광 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
107,알뜨르비행장,제주특별자치도 서귀포시 대정읍 상모리 1670,"#문화유적지 #친구 #커플
#흐림 #봄 #자연경관 #문화관광 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
109,박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25,"#절벽 #경관/포토 #해변
#자연경관 #포토스팟",,,1.639160513065761,자연,바다
111,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,"#해변 #일몰 #걷기/등산
#맑음 #가을 #도보여행 #도보 #억새",포토스팟,,1.639160513065761,자연,바다
112,도두봉,제주특별자치도 제주시 도두동 산 1,"#일출 #일몰 #오름
#휴식/힐링 #부모 #혼자 #커플 #친구 #아이 #자연경관 #어린이",,,4.831688882772544,자연,산
115,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,"#걷기/등산 #휴식/힐링 #맑음
#겨울 #자연경관 #동백 #언택트",,,4.831688882772544,자연,산
116,서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271,"#웰니스 #자연 #숲
#치유 #숲길 #걷기/등산 #부모 #자연경관 #도보여행 #도보",기타,"숲길 , 산책로",4.831688882772544,자연,산
117,월정리 카약체험장,제주특별자치도 제주시 구좌읍 일주동로 2361-2,"#액티비티 #커플 #여름
#체험 #레저/체험 #수상레저 #어트랙션",,,3.474840539979436,레저/체험,해양레저
118,위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,"#경관/포토 #커플 #아이
#맑음 #겨울 #자연경관 #동백 #포토스팟 #어린이",,,3.4111262929909456,자연,
120,종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,"#수국 #꽃 #걷기/등산
#경관/포토 #커플 #맑음 #여름 #자연경관 #도보여행 #도보 #포토스팟",,,4.831688882772544,자연,산
123,형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,"#커플 #친구 #혼자
#경관/포토 #일몰 #일출 #자연경관 #섬속의섬 #포토스팟",,,1.639160513065761,자연,바다
125,범섬,제주특별자치도 서귀포시 법환동,"#경관/포토 #휴식/힐링 #휴식/치유
#맑음 #자연경관 #섬속의섬 #포토스팟",,,1.639160513065761,자연,바다
126,성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,#맑음,,,1.639160513065761,자연,바다
127,제주올레 8코스,제주특별자치도 서귀포시 예래해안로 256,"#올레 #걷기/등산 #친구
#혼자 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
131,귤밭76번지,제주특별자치도 서귀포시 안덕면 병악로 76,"#체험관광 #아이 #맑음
#겨울 #체험 #어린이 #어트랙션",,,16.11434309656213,레저/체험,
132,"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,"#오름 #걷기/등산 #가을
#자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
135,레이저서바이벌M,제주특별자치도 제주시 신광로 58 4층,"#친구 #체험관광 #액티비티
#사계절 #체험 #레저/체험 #어트랙션",,,16.11434309656213,레저/체험,
140,1100고지습지,제주특별자치도 서귀포시 색달동 산 1-2,"#산 #경관/포토 #흐림
#가을 #자연경관 #포토스팟 #한라산 #언택트",,,3.4111262929909456,자연,
142,정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1,"#친구 #커플 #맑음
#일몰 #오름 #자연경관 #도보여행 #도보 #언택트 #억새",,,4.831688882772544,자연,산
143,제주베니스랜드,제주특별자치도 서귀포시 성산읍 난산리 2575,"#테마공원 #아이 #가을
#어린이 #어트랙션","체험,공연/전시,포토스팟",,1.0705070975864837,테마파크/테마관광지,유적지외
145,종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,"#일출 #드라이브 #커플
#맑음 #여름",,,0.5728437187159091,레저/체험,드라이브
146,터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
147,표선세화해안도로,제주특별자치도 서귀포시 표선면 표선리,"#해변 #드라이브 #친구
#여름",,,0.5728437187159091,레저/체험,드라이브
149,돈내코,제주 서귀포시 상효동 1503,"#폭포 #계곡 #액티비티
#부모 #아이 #맑음 #여름 #자연경관 #체험 #레저/체험 #어린이 #수상레저 #어트랙션 #물놀이",,,1.639160513065761,자연,바다
150,서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882,"#사계절 #휴양림 #걷기/등산
#휴식/힐링 #캠핑장 #야영장 #자연경관 #캠핑 #언택트 #단풍","등산,체험",,0.6520268122049242,레저/체험,캠핑
151,수월봉,제주특별자치도 제주시 한경면 고산리 3760,"#부모 #커플 #혼자
#친구 #아이 #맑음 #가을 #경관/포토 #일몰 #휴식/힐링 #자연경관 #포토스팟 #어린이 #언택트 #유네스코","등산,기타",올레코스 . 해설 : 평일 09:00~16:30,3.4111262929909456,자연,
152,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,"#실내 #테마공원 #아이
#사계절 #어린이 #어트랙션","공연/전시,기타",,1.0705070975864837,테마파크/테마관광지,유적지외
156,금악오름(왕매),제주특별자치도 제주시 한림읍 금악리 산 1-1,"#일몰 #오름 #걷기/등산
#커플 #흐림 #가을 #금오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
157,논짓물,제주특별자치도 서귀포시 하예동,"#커플 #혼자 #친구
#부모 #아이 #여름 #액티비티 #맑음 #자연경관 #체험 #레저/체험 #어린이",,,3.4111262929909456,자연,
158,북촌돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,"#테마공원 #부모 #친구
#커플 #아이 #맑음 #봄 #겨울 #실내관광지 #미술관 #문화관광 #어트랙션",,,1.0705070975864837,테마파크/테마관광지,유적지외
159,사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,"#일출 #해변 #휴식/힐링
#커플 #맑음 #봄 #자연경관",,,1.639160513065761,자연,바다
160,서귀포칠십리시공원,제주특별자치도 서귀포시 서홍동 576-9,"#휴식/힐링 #커플 #맑음
#봄 #매화",,,3.4111262929909456,자연,
162,제주다원 녹차미로공원,제주특별자치도 서귀포시 산록남로 1258,"#테마공원 #아이 #흐림
#봄 #어린이 #녹차 #어트랙션",,,3.4111262929909456,자연,
163,제주올레 10코스,제주특별자치도 서귀포시 대정읍 상모리 산 2-27,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
164,제주올레 18코스,제주특별자치도 제주시 삼양1동 1131-2,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
166,판포포구,제주특별자치도 제주시 한경면 판포리 2877-3,"#포구 #해변 #문화유적지
#친구 #아이 #여름 #자연경관 #역사유적 #어린이",,,5.907151951990954,테마파크/테마관광지,유적지
170,물찻오름,제주 제주시 조천읍 교래리,"#오름 #걷기/등산 #흐림
#여름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
172,섶섬(서귀포해양도립공원),제주 서귀포시 보목동,"#섬 #경관/포토 #휴식/힐링
#자연경관 #섬속의섬 #포토스팟",,,1.639160513065761,자연,바다
173,제주올레 15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,"#커플 #혼자 #친구
#맑음 #경관/포토 #올레 #봄 #가을 #도보여행 #도보 #포토스팟",,,1.639160513065761,자연,바다
174,제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,"#부모 #커플 #혼자
#친구 #맑음 #경관/포토 #휴식/힐링 #체험관광 #올레 #사계절 #청년 #걷기/등산 #봄 #자연경관 #도보여행 #도보 #포토스팟 #어트랙션",,,1.639160513065761,자연,바다
179,문섬(서귀포해양도립공원),제주 서귀포시 서귀동,"#부모 #커플 #혼자
#친구 #아이 #맑음 #경관/포토 #해변 #자연경관 #섬속의섬 #포토스팟 #어린이",,,1.639160513065761,자연,바다
180,상효원,제주특별자치도 서귀포시 산록남로 2847-37,"#수목원 #맑음 #봄
#우수관광사업체 #단풍 #어트랙션 #봄꽃 #벚꽃 #수국","포토스팟,공연/전시",,5.3393316432910085,공연/전시,
181,소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17,"#부모 #커플 #친구
#아이 #맑음 #경관/포토 #폭포 #자연경관 #포토스팟 #어린이",,,4.831688882772544,자연,산
186,제주올레 14코스,제주특별자치도 제주시 한림읍 월령리 산 9-15,"#올레 #걷기/등산 #친구
#혼자 #봄 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
187,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,#일몰 #드라이브 #맑음,,,0.5728437187159091,레저/체험,드라이브
188,큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,"#일몰 #오름 #걷기/등산
#봄 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
189,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,"#테마공원 #실내관광지 #어트랙션
#안전여행스탬프",,,1.0705070975864837,테마파크/테마관광지,유적지외
190,세화해안도로,제주 제주시 구좌읍 종달리 112-1,"#해변 #드라이브 #커플
#맑음 #여름",,,0.5728437187159091,레저/체험,드라이브
192,전농로 서사라문화거리,제주특별자치도 제주시 서사로7길 27,"#꽃 #걷기/등산 #맑음
#봄 #문화관광 #어트랙션 #봄꽃 #벚꽃",,,4.831688882772544,자연,산
194,제주올레 1코스,제주특별자치도 서귀포시 성산읍 오조리 396-1,"#올레 #걷기/등산 #친구
#자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
195,고내리포구,제주특별자치도 제주시 애월읍 고내리,"#부모 #커플 #혼자
#친구 #해변 #올레 #자연경관",,,1.639160513065761,자연,바다
198,도두항,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,"#예술 #경관/포토 #문화유적지
#커플 #흐림 #가을 #문화관광 #역사유적 #마을산책 #마을관광 #포토스팟",,,5.907151951990954,테마파크/테마관광지,유적지
201,사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),"#커플 #친구 #일몰
#걷기 #자연경관",,,3.4111262929909456,자연,
203,신창리포구,제주특별자치도 제주시 한경면 신창리,"#포구 #해변 #문화유적지
#커플 #자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
204,영주산,제주 서귀포시 표선면,"#일출 #오름 #걷기/등산
#자연경관 #수국","등산,포토스팟",,4.831688882772544,자연,산
206,제주올레 17코스,제주특별자치도 제주시 도두1동 2612-1,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
207,조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15,"#승마 #액티비티 #아이
#가을 #실내관광지 #체험 #레저/체험 #어린이 #어트랙션",,,6.519183083334582,레저/체험,승마
208,테디베어사파리 테지움,제주특별자치도 제주시 애월읍 평화로 2159,"#실내 #테마공원 #아이
#비.눈 #사계절 #실내관광지 #어린이 #어트랙션","포토스팟,공연/전시",,1.0705070975864837,테마파크/테마관광지,유적지외
209,곶자왈,제주특별자치도 서귀포시 대정읍 신평리,"#숲길 #걷기/등산 #친구
#흐림 #봄 #가을 #자연경관 #도보여행 #도보 #곶자왈 #숲",,,4.831688882772544,자연,산
212,두맹이골목,제주특별자치도 제주시 동문로16길 17-4,"#두멩이골목 #걷기/등산 #경관/포토
#흐림 #봄 #자연경관 #포토스팟",,,4.831688882772544,자연,산
213,별방진,제주특별자치도 제주시 구좌읍 하도리 3354,"#문화유적지 #맑음 #자연경관
#문화관광 #역사유적 #봄꽃 #유채꽃",,,5.907151951990954,테마파크/테마관광지,유적지
214,성산오조리해안,제주특별자치도 서귀포시 성산읍 오조리,"#해변 #경관/포토 #커플
#맑음 #겨울 #자연경관 #포토스팟",,,1.639160513065761,자연,바다
215,안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
216,영실기암,제주특별자치도 서귀포시 하원동,"#부모 #커플 #혼자
#친구 #비.눈 #맑음 #경관/포토 #휴식/힐링 #테마공원 #액티비티 #사계절 #청년 #중/장년 #자연경관 #체험 #레저/체험 #포토스팟 #한라산 #언택트 #어트랙션 #단풍",,,3.4111262929909456,자연,
217,익스트림제주 카약올레,제주특별자치도 제주시 애월읍 애월로1길 22,"#액티비티 #커플 #맑음
#체험 #레저/체험 #수상레저 #어트랙션",,,3.474840539979436,레저/체험,해양레저
219,제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,"#올레 #걷기/등산 #친구
#혼자 #맑음 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
220,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,"#해수욕장 #액티비티 #커플
#아이 #맑음 #여름 #자연경관 #체험 #레저/체험 #해변 #물놀이 #어린이 #수상레저",,,1.639160513065761,자연,바다
221,천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,"#숲길 #걷기/등산 #아이
#흐림 #봄 #단풍 #가을 #자연경관 #도보여행 #도보 #숲 #어린이 #언택트 #계곡 #물놀이",,,4.831688882772544,자연,산
223,청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,"#커플 #친구 #맑음
#여름 #밤 #숲길 #걷기 #도보여행 #도보 #곶자왈 #숲",,,3.4111262929909456,자연,
225,김녕해안도로,제주특별자치도 제주시 구좌읍 김녕리,"#드라이브 #커플 #맑음
#여름 #자연경관",,,0.5728437187159091,레저/체험,드라이브
226,도순다원,제주특별자치도 서귀포시 중산간서로356번길 152-41,"#경관/포토 #맑음 #봄
#자연경관 #포토스팟 #녹차 #어트랙션",,,3.4111262929909456,자연,
227,민오름(구좌읍),제주특별자치도 제주시 구좌읍 비자림로 1456,"#부모 #커플 #혼자
#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
228,별도봉,제주 제주시 화북1동 4472,"#오름 #걷기/등산 #봄
#자연경관",,,4.831688882772544,자연,산
230,아라리오뮤지엄탑동시네마,제주 제주시 탑동로 14,"#실내 #미술/박물관 #비.눈
#사계절 #실내관광지 #문화관광 #어트랙션",공연/전시,,5.3393316432910085,공연/전시,
231,용두암해안도로카페거리,제주특별자치도 제주시 용담3동,"#일몰 #밤 #커플
#드라이브",,,0.5728437187159091,레저/체험,드라이브
232,우포토 시네마 갤러리 카페,제주특별자치도 서귀포시 대정읍 상모로 216-2,#휴식/힐링 #어트랙션 #카페,,,5.3393316432910085,공연/전시,
233,이승이오름(이승악),제주특별자치도 서귀포시 남원읍 신례리 산 12-19,"#오름 #자연경관 #도보여행
#도보",,,4.831688882772544,자연,산
234,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,"#일몰 #오름 #걷기/등산
#자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
235,제주올레 19코스,제주특별자치도 제주시 조천읍 조천리 1142,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #도보여행 #도보",,,1.639160513065761,자연,바다
236,제주올레 20코스,제주특별자치도 제주시 구좌읍 행원동길 22,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
237,제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,"#올레 #걷기/등산 #친구
#가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
238,중문골프장,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),"#친구 #부모 #맑음
#체험관광 #액티비티 #커플 #골프 #체험 #레저/체험 #어트랙션",,,62.64206793504546,레저/체험,골프
241,화순곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순서동로 151,"#숲길 #걷기/등산 #친구
#커플 #흐림 #여름 #자연경관 #도보여행 #도보 #곶자왈 #숲",기타,산책로,4.831688882772544,자연,산
242,화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,"#걷기/등산 #경관/포토 #친구
#맑음 #봄 #자연경관 #도보여행 #도보 #포토스팟 #봄꽃 #유채꽃",,,4.831688882772544,자연,산
243,강정천유원지,제주 서귀포시 이어도로 638,"#계곡 #액티비티 #맑음
#여름 #자연경관 #체험 #레저/체험 #수상레저 #어트랙션 #물놀이",,,1.639160513065761,자연,바다
244,구좌해안로,제주 제주시 구좌읍 구좌해안로 64,"#해변 #걷기/등산 #드라이브
#맑음",,,0.5728437187159091,레저/체험,드라이브
246,도두해안도로,제주특별자치도 제주시 도두2동 706-3,"#드라이브 #커플 #맑음
#여름",,,0.5728437187159091,레저/체험,드라이브
247,두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 2661,"#커플 #친구 #일출
#봄 #오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
248,무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,"#숲길 #걷기/등산 #흐림
#가을 #자연경관 #도보여행 #도보 #곶자왈 #숲 #언택트",,,4.831688882772544,자연,산
251,사려니오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,"#오름 #걷기/등산 #커플
#흐림 #봄 #자연경관 #도보여행 #도보 #단풍",,,4.831688882772544,자연,산
252,산지천,제주특별자치도 제주시 건입동,"#계곡 #걷기/등산 #아이
#자연경관 #어린이 #물놀이",,,1.639160513065761,자연,바다
253,생이기정,제주특별자치도 제주시 한경면 용수리 산 60,"#일몰 #해변 #걷기/등산
#맑음 #가을 #자연경관",,,1.639160513065761,자연,바다
254,서건도,제주특별자치도 서귀포시 강정동 산 1,"#경관/포토 #휴식/힐링 #자연경관
#포토스팟 #언택트",,,3.4111262929909456,자연,
257,싱계물 공원,제주특별자치도 제주시 한경면 신창리 1322-1,#싱계물공원 #자연경관,,,3.4111262929909456,자연,
258,엉알해안,제주특별자치도 제주시 한경면 고산리 3427-33,"#해변 #경관/포토 #커플
#맑음 #여름 #자연경관 #포토스팟",,,1.639160513065761,자연,바다
261,빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,"#4.3 #문화유적지 #부모
#커플 #혼자 #친구 #아이 #청년 #중/장년 #노년 #자연경관 #문화관광 #제주4.3 #역사유적 #어린이",,,5.907151951990954,테마파크/테마관광지,유적지
263,장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,"#걷기/등산 #경관/포토 #커플
#맑음 #봄 #봄꽃 #도보여행 #도보 #포토스팟 #어트랙션 #벚꽃",,,4.831688882772544,자연,산
265,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,"#미술/박물관 #흐림 #겨울
#실내관광지 #어트랙션",공연/전시,,5.3393316432910085,공연/전시,
266,제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,"#액티비티 #친구 #맑음
#체험 #레저/체험 #어트랙션",,,16.11434309656213,레저/체험,
267,제지기오름,제주특별자치도 서귀포시 보목동 275-1,"#일출 #오름 #걷기/등산
#가을 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
268,조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,"#친구 #커플 #드라이브
#부모 #혼자 #아이 #맑음 #자연경관 #어린이",,,0.5728437187159091,레저/체험,드라이브
270,큰사슴이오름,제주 서귀포시 표선면 가시리 산68,"#일출 #오름 #걷기/등산
#봄 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
271,하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,"#해변 #경관/포토 #맑음
#자연경관 #포토스팟",,,1.639160513065761,자연,바다
272,형제해안도로,제주특별자치도 서귀포시 대정읍 상모리 1649-1,"#해변 #드라이브 #맑음
#가을",,,0.5728437187159091,레저/체험,드라이브
273,월평포구,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,"#드라이브 #맑음 #자연경관
#숲 #단풍 #제주명품42 #포토스팟 #제주7대도로",,,0.5728437187159091,레저/체험,드라이브
274,걸매생태공원,제주 서귀포시 서홍동 1207,"#폭포 #계곡 #휴식/힐링
#맑음 #가을 #자연경관 #동백 #매화 #물놀이",,,1.639160513065761,자연,바다
275,그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,"#체험관광 #체험 #waterleisure
#수상레저 #어트랙션",,,3.474840539979436,레저/체험,해양레저
279,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
280,다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-6,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
281,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,"#부모 #커플 #혼자
#친구 #경관/포토 #오름 #도보여행 #도보 #포토스팟",,,4.831688882772544,자연,산
282,돔베낭골,제주특별자치도 서귀포시 호근동,"#해변 #휴식/힐링 #맑음
#여름 #자연경관",,,1.639160513065761,자연,바다
283,동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,4.831688882772544,자연,산
284,명월성지,제주특별자치도 제주시 한림읍 명월리 2236,"#문화유적지 #문화관광 #역사유적
#언택트 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
285,민오름(봉개동),제주 제주시 오라2동 산12,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,4.831688882772544,자연,산
287,북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,"#부모 #커플 #혼자
#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
288,산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),"#등대 #일몰 #경관/포토
#친구 #맑음 #가을 #포토스팟",,,22.357628585545456,레저/체험,전망대
291,송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015,"#승마 #액티비티 #커플
#친구 #체험 #레저/체험 #어트랙션",,,6.519183083334582,레저/체험,승마
292,송악산 진지동굴,제주특별자치도 서귀포시 대정읍 상모리,"#부모 #커플 #혼자
#친구 #아이 #문화유적지 #동굴 #자연경관 #문화관광 #역사유적 #어린이",,,5.907151951990954,테마파크/테마관광지,유적지
293,애월 한담 카약,제주특별자치도 제주시 애월읍 애월로1길 25,"#해수욕장 #액티비티 #커플
#맑음 #여름 #체험 #레저/체험 #해변 #물놀이 #수상레저 #어트랙션",,,1.639160513065761,자연,바다
294,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,"#체험관광 #사계절 #아이
#실내관광지 #체험 #어린이 #테마공원 #어트랙션",,,16.11434309656213,레저/체험,
296,용담레포츠공원,제주특별자치도 제주시 서해안로 580,"#해변 #액티비티 #친구
#맑음 #여름 #체험 #레저/체험 #어트랙션",,,1.639160513065761,자연,바다
297,서귀다원,제주특별자치도 서귀포시 상효동 산 118,"#커플 #친구 #맑음
#경관/포토 #휴식/힐링 #봄 #여름 #자연경관 #포토스팟 #녹차 #어트랙션",,,3.4111262929909456,자연,
298,자구내포구,제주특별자치도 제주시 한경면 고산리,"#부모 #커플 #혼자
#아이 #친구 #맑음 #휴식/힐링 #경관/포토 #문화유적지 #포구 #역사유적 #포토스팟 #어린이",,,5.907151951990954,테마파크/테마관광지,유적지
299,제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),"#아이 #문화유적지 #체험관광
#전시와행사 #실내관광지 #역사유적 #어트랙션",공연/전시,,5.907151951990954,테마파크/테마관광지,유적지
302,제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),"#실내 #액티비티 #친구
#커플 #비.눈 #겨울 #실내관광지 #체험 #레저/체험 #어트랙션",,,16.11434309656213,레저/체험,
303,제주올레 3코스,제주특별자치도 서귀포시 표선면 하천리 87-1,"#올레 #중/장년 #청년
#부모 #커플 #혼자 #친구 #맑음 #비.눈 #경관/포토 #휴식/힐링 #체험관광 #자연경관 #도보여행 #도보 #포토스팟 #어트랙션",,,1.639160513065761,자연,바다
305,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,"#4.3 #문화유적지 #자연경관
#문화관광 #제주4.3 #역사유적 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
307,협재포구,제주특별자치도 제주시 한림읍 협재리,"#친구 #커플 #맑음
#해변 #포구 #자연경관",,,1.639160513065761,자연,바다
308,월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,"#해변 #드라이브 #커플
#맑음 #여름 #자연경관 #제주명품42 #포토스팟 #제주7대도로",,,0.5728437187159091,레저/체험,드라이브
309,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,"#일몰 #해변 #드라이브
#커플 #맑음",,,0.5728437187159091,레저/체험,드라이브
310,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,"#야영장 #캠핑장 #해수욕장
#액티비티 #아이 #맑음 #자연경관 #체험 #레저/체험 #해변 #물놀이 #어린이 #수상레저 #캠핑 #언택트 #어트랙션",,,0.6520268122049242,레저/체험,캠핑
312,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,"#문화유적지 #4.3 #문화관광
#제주4.3 #역사유적 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
315,당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1,"#커플 #친구 #혼자
#맑음 #오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
