이름,지역,태그,주소,좋아요,찜하기,리뷰,방문했어요,조회,SNS공유,소개,상세정보,이용시간,편의시설,기타상세,상세텍스트,tag_lst,회,흑돼지,초밥,돈카츠,고기국수,생선,이탈리안,햄버거,한식,뚝배기,칼국수,오메기,라면,카페,술,기타,cat_num,cluster_num,co2
카페갤러리,제주시 > 조천,"#디저트 #커피 #포토존
#셀프웨딩 #사려니숲길 #음식 #숲 #포토스팟 #도보 #도보여행 #에이드",제주특별자치도 제주시 조천읍 남조로 1717-24,0,8,0,0,"1,857",1,사려니숲길 근처 사진 찍기 좋은 카페,수요일 휴무,"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00","공용주차장,무료 WIFI,화장실",,"상세정보
확장됨
사려니숲길 근처 사진 찍기 좋은 카페.
카페 앞에는 작은 숲이 조성되어 있는데 사진 찍기 좋은 곳이다. 실제 셀프웨딩촬영이나 커플촬영을 하는 손님들이 많이 찾고 있다.
카페는 로맨틱한 분위기로 꾸며져 있고 커피, 차, 에이드, 주스, 스무디 등의 음료와 수제요거트, 빙수(계절 메뉴), 토스트, 샌드위치, 케이크 등의 디저트를 맛볼 수 있다. 사장님이 직접 뜨개질한 수제 털모자 등도 판매하고 있다.","['디저트', '커피', '포토존', '셀프웨딩', '사려니숲길', '음식', '숲', '포토스팟', '도보', '도보여행', '에이드']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
칠돈가 본점,제주시 > 제주시내,"#돼지고기 #흑돼지 #제주흑돼지
#김치찌개 #근고기 #음식 #식당",제주특별자치도 제주시 서천길 1,0,3,0,0,192,0,"용담2동에 위치한 제주산 흑돼지구이 전문점인 칠돈가 본점은 돼지고기와 김치찌개의 두가지 구성의 메뉴만 판매할만큼, 고기에 대한 자부심이 강한 돼지고기 맛집이다.",,"평일 : 13:30 ~ 22:00 , 주말 : 13:00 ~ 22:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

제주산 흑돼지구이 근고기 전문점

용담2동에 위치한 제주산 흑돼지구이 전문점인 칠돈가 본점은 돼지고기와 김치찌개의 두가지 구성의 메뉴만 판매할만큼, 고기에 대한 자부심이 강한 근고기 전문점 이다. 고기를 주문하면 고기의 감칠맛을 더욱 더 살려줄 기본 반찬들이 깔리고, 거기에 고기 맛의 화룡정점을 찍을 멜젓까지 준비해준다. 고기는 연탄불이 구워지는데 연탄불은 화력이 세서 고기 굽기에 좋고, 그만큼 전문가의 섬세한 손길이 필요하다. 그래서 칠돈가에서는 직원 분들이 테이블을 맡아 직접 고기를 구워준다. 두툼한 고기에 육즙까지 더해지는 맛으로 든든한 한끼 식사 장소로 더할나위 없이 좋다.","['돼지고기', '흑돼지', '제주흑돼지', '김치찌개', '근고기', '음식', '식당']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2.185
카페더라이트,서귀포시 > 성산,"#성산일출봉 #우도 #감귤차
#음식 #에이드 #2022고메페스타",제주특별자치도 서귀포시 성산읍 한도로 269,0,0,0,0,298,0,"서귀포시 성산리에 위치한 카페더라이트는 주변을 밝혀주는 빛이 되었으면 하는 공간, 평안함이 스며드는 곳이라는 의미가 담겨 있다.",매주 일요일 정기휴무,"평일 : 09:00 ~ 19:00 , 주말 : 09:00 ~ 19:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

성산일출봉과 우도가 한눈에 보이는 오션뷰카페

서귀포시 성산리에 위치한 카페더라이트는 주변을 밝혀주는 빛이 되었으면 하는 공간, 평안함이 스며드는 곳이라는 의미가 담겨 있으며 실내 내부에 탁트인 넓은 통유리창 너머로 성산일출봉과 우도를 한눈에 볼 수 있다. 자연을 바라보며 다양한 수제 음료와 디저트를 맛 볼 수 있는데 그중에서 수제로 담근 감귤청에 뜨거운 물을 부어 만든 따뜻한 감귤차, 다크초콜릿의 오일리한 질감을 가지고 와이니한 산미가 어우러진 중후한 단맛의 원두인 더라이트, 수제 딸기잼이나 블루베리잼과 수제 그릭요거트, 제철과일, 씨리얼을 올려 만든 더라이트 수제 그릭요거트는 카페더라이트의 대표메뉴이다. ","['성산일출봉', '우도', '감귤차', '음식', '에이드', '2022고메페스타']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페더몹시,제주시 > 제주시내,"#카페 #커피 #음료
#빵 #음식 #자몽에이드 #블루베리스무디 #아메리카노 #샌드위치 #바닐라라떼 #카페라떼",제주특별자치도 제주시 월대1길 10,0,2,0,0,"1,733",0,외도동 바닷가에 위치한 갤러리카페,,,,,"상세정보
확장됨

카페더몹시는 제주시 외도동 바닷가에 있는 갤러리카페이다.

직접 로스팅한 커피와 음료, 맛있는 빵을 직접 구워서 판매한다.

과일스무디와 천연발효종으로 만든 치아바타샌드위치가 대표 메뉴이고
바다와 정말 가까운 곳에 위치하고 있어서 매일 환상적인 일몰을 감상할 수 있다.

카페더몹시에서는 한달에 1~2회 음악공연이 열리고 그림 전시를 볼 수 있는 갤러리가 있고 문화와 자연이 함께하는 카페이다.

     ","['카페', '커피', '음료', '빵', '음식', '자몽에이드', '블루베리스무디', '아메리카노', '샌드위치', '바닐라라떼', '카페라떼']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페록록,제주시 > 구좌,"#에그타르트 #구좌카페 #커피
#디저트 #음식 #카페",제주특별자치도 제주시 구좌읍 하도서문길 41,0,1,0,0,54,0,하도리에 위치한 카페록록은 탁 트인 오션뷰를 배경으로 맛있는 커피와 디저트를 맛 볼 수 있는 곳으로 특히 이 집의 에그타르트가 유명하다.,매주 화요일 정기휴무,"평일 : 10:30 ~ 18:00 , 주말 : 10:30 ~ 18:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

에그타르트가 맛있는 초록초록한 감성 카페

하도리에 위치한 카페록록은 탁 트인 오션뷰를 배경으로 맛있는 커피와 디저트를 맛 볼 수 있는 곳으로 특히 이 집의 에그타르트가 유명하다. 유리제품, 돌담 등 안전상의 이유로 노키즈존으로 운영하고 있으며 특별히 19세 이상만 입장 가능한 이색적인 카페이다. 카페록록에서는 커피와 음료 뿐만 아니라 모든 디저트 메뉴들 또한 매장에서 직접 만들어 판매하고 있으며, 두툼하면서 바삭한 버터 파이지에 촉촉한 필링이 가득한 에그타르트와 더불어 제주산 말차를 이용하여 진한 말차의 풍미를 느낄 수 있는 꾸덕한 식감의 디저트인 제주말차테린트 또한 인기이다. 짙은 우드와 붉은 벽돌, 글래스테인과 플랜테리어의 감성 넘치는 인테리어로 예쁜 사진을 남기기에도 좋은 장소이다.","['에그타르트', '구좌카페', '커피', '디저트', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페루나,서귀포시 > 안덕,"#카페 #커피 #드립커피
#샌드위치 #음식 #아메리카노 #핸드드립커피 #브런치 #디저트",제주특별자치도 서귀포시 안덕면 화순서동로 57-3,0,2,0,0,"1,886",1,"산방산이 내려다보이는 언덕에 위치한 드립커피, 꽃차, 아메리카노, 샌드위치가 주요 메뉴인 카페",목요일 휴무,"평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI",,"상세정보
확장됨

카페루나는 산방산이 내려다보이는 언덕에 위치해 있으며 드립커피, 꽃차, 아메리카노, 샌드위치가 주요 메뉴이다.
예약, 주차, 포장, 무선 인터넷, 애완동물 동반이 가능하다.


제주도의 관광지인 산방산/ 용머리해안 / 금모래해변 / 화순곶자왈 / 성박불관 / 조각공원/ 탄산온천 / 사계리해변 / 신화역사공원 /오설록 / 영어교육도시 등과 인접해 있으며, 가족단위 연인과 함께 여유있는 시간을 즐길 수 있는 힐링의 공간으로 사진갤러리도 함께 운영하고 있다. 제주의 아름다움과 함께 소중한 시간을 만들어 가는 장소이다.

 ","['카페', '커피', '드립커피', '샌드위치', '음식', '아메리카노', '핸드드립커피', '브런치', '디저트']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페비글,제주시 > 조천,"#반려견 #카페 #음식
#식당",제주특별자치도 제주시 조천읍 신촌남1길 69-1,0,0,0,0,"1,196",0,카페 비글은 이름 그대로 비글 강아지가 살고 있는 애견 동반이 가능한 아담한 카페다. 카페 주인장이 키우고 있는 비글견 경이와 호야는 손님들이 올 때마다 열렬한 환영 인사를 건넨다. 처음엔 조금 놀랄 수 있지만 금세 붙임성 있게 다가오는 비글들에게 친근감을 느끼게 된다.,,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,"상세정보
확장됨

카페 비글은 이름 그대로 비글 강아지가 살고 있는 애견 동반이 가능한 아담한 카페다.
카페 주인장이 키우고 있는 비글견 경이와 호야는 손님들이 올 때마다 열렬한 환영 인사를 건넨다.
처음엔 조금 놀랄 수 있지만 금세 붙임성 있게 다가오는 비글들에게 친근감을 느끼게 된다.
한 번 친해졌다 생각이 들면 주위를 맴돌며 놀아달라고 애교를 부리기도 한다.
비글견들은 대부분 카페에 상주해 있지만 비가 오는 날에는 없을 확률이 많다.
귀여운 강아지들을 만나고 싶다면 미리 연락해 문의하거나 인스타그램 공지를 확인하면 된다.


카페 비글은 반려견 동반이 가능하며 대형견 경우에도 출입 제한이 없다.
펫티켓만 지킨다면 견주와 함께 의자에 앉아도 된다.
필요하다면 애견 패드도 제공해준다.
아기자기하게 꾸며진 실내는 모든 이들이 이용 가능하지만 한 쪽에 마련된 온돌 공간은 강아지 출입이 불가하다.
이곳은 유아나 일반 손님을 배려한 공간이므로 반려견과는 나머지 카페 공간과 실외 놀이터를 이용해보자.
카페 비글의 가장 큰 장점 중 하나가 바로 카페와 연결된 실외 놀이터이다.
넓은 야외 공간은 강아지들이 한껏 뛰어 놀 수 있는 최고의 휴식터다.
반려견과 신나게 공놀이와 뜀박질을 즐기며 여행의 추억을 만들기 좋다.
카페가 도로변에 위치해 있지만 놀이터 주위로 나무 펜스가 둘러쳐져 있어 안심하고 강아지를 풀어 놓을 수 있다.
한바탕 뛰어논 후에 출출한 배를 채워보자.
카페에서 브런치와 커피를 비롯해 여러 가지 메뉴를 맛볼 수 있으며 강아지들을 위한 간식거리도 소소하게 비치되어 있다.","['반려견', '카페', '음식', '식당']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페비몽,제주시 > 구좌,"#카페 #커피 #당근케이크
#영귤차 #음식 #아메리카노 #샌드위치 #케이크 #디저트",제주특별자치도 제주시 구좌읍 비자림로 2279,1,1,0,0,"1,546",3,천년의 숲 비자림 근처 카페,수요일 휴무,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨
천년의 숲 비자림 삼거리에 위치한 70평 규모의 카페비몽입니다.

대표메뉴로 커피, 당근케잌, 영귤차 등이 있습니다.

모던한 인테리어로 단숨에 비자림 명소가 되었습니다.","['카페', '커피', '당근케이크', '영귤차', '음식', '아메리카노', '샌드위치', '케이크', '디저트']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페빠네띠에,제주시 > 제주시내,"#빵 #커피 #음료
#빵지순례 #제주빵집 #베이커리 #음식 #카페",제주특별자치도 제주시 신설로9길 25,0,0,0,0,141,0,"제주시청 인근에 위치한 카페빠네띠에는 탄탄한 재료와 맛으로 그 정성을 인정받는 로컬 빵집이다. 빵 이외에 카페 메뉴 및 파스타면과 발사믹, 올리브 등 건강한 식재료도 판매하고 있다.",매주 일요일 정기휴무,"평일 : 10:30 ~ 20:00 , 주말 : 10:30 ~ 20:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

제주시청 인근에 위치한 건강한 빵집
 제주시청 인근에 위치한 카페빠네띠에는 탄탄한 재료와 맛으로 그 정성을 인정받는 로컬 빵집이다. 빵 이외에 카페 메뉴 및 파스타면과 발사믹, 올리브 등 건강한 식재료도 판매하고 있다. 대표 빵으로는 무화가감빠뉴가 있는데 발효빵으로 달달하고 촉촉한 무화과에 중간 중간 씹히는 크림치즈의 궁합이 일품이다. 이외에도 다양한 빵들이 진열되어 있는데 비건브레드부터 여러 곡물을 곁들인 건강까지 생각한 빵들로, 제주밀연구회에서 제주에서 재배한 제주통밀이나 제주밀로도 빵을 만든다. 속도 편하고 소화도 잘되는 빵을 찾는다면 만족스러울만한 장소이다.","['빵', '커피', '음료', '빵지순례', '제주빵집', '베이커리', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페선흘,제주시 > 조천,"#카페 #커피 #음료
#브런치 #음식 #아메리카노 #밀크티 #카페라떼 #파스타 #피자 #녹차라떼",제주특별자치도 제주시 조천읍 선교로 198,0,1,0,0,"1,386",0,제주 조천읍 감성 브런치 카페,,"평일 : 10:00 ~ 21:00 , 주말 : 10:00 ~ 21:00",공용주차장,,"상세정보
확장됨
카페 선흘은 조천읍의 감성 카페로 펜션도 함께 운영하고 있다.  
커피와 함께 빵과 샌드위치 피자, 브런치 등의 메뉴도 판매하고 있다. 판매되고 있는 빵은 당일 아침에 직접 만든 것이며 그날 남은 빵은 동네 주민들에게 나누어준다. 피자에 들어가는 재료는 카페 뒤에 있는 텃밭에서 바로 따온 재료를 주로 이용해 신선한 피자를 맛볼 수 있다. 
카페 인테리어가 차분하고 아늑한 느낌이며 원목 테이블로 꾸며져 있는데 나무의 생김새 그대로 독특한 모양의 테이블이 멋스러운 곳이다. 이곳의 테이블들은 주인이 직접 만들었다. 카페 한쪽에는 복고풍 감성을 느낄 수 있는 LP판들과 레코드플레이어가 놓여 있다.","['카페', '커피', '음료', '브런치', '음식', '아메리카노', '밀크티', '카페라떼', '파스타', '피자', '녹차라떼']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
카페세렌디,서귀포시 > 중문,"#부모 #커플 #혼자
#아이 #친구 #휴식/치유 #카페 #음식 #베이글 #아메리카노 #아보카도샐러드 #차 #에이드 #식당",제주특별자치도 서귀포시 중문관광로72번길 29-9 라동 카페세렌디,0,2,0,0,"1,288",0,"Yes! brunch, Yes! roasting coffee, Yes cafe serendi",연중무휴 08:00~ 22:00 운영합니다.,"평일 : 08:00 ~ 22:00 , 주말 : 08:00 ~ 22:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점",,"상세정보
확장됨

중문관광단지 중심에 위치한 카페세렌디는 접근성, 이동성, 편리함까지 고루 갖춘 위치에 있어 20대 신혼부부부터 은퇴한 노년 부부까지 방문객이 있는 곳이다. 조용하고 안락한 곳에서 브런치와 베이글 , 매장에서 직접 로스팅 하는 커피까지 즐겨보자.","['부모', '커플', '혼자', '아이', '친구', '휴식/치유', '카페', '음식', '베이글', '아메리카노', '아보카도샐러드', '차', '에이드', '식당']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페스노우빈,제주시 > 조천,"#healing #fourseasons #coffee
#soybean #soybean shaved ice #음식 #눈꽃빙수 #눈꽃우유빙수 #아메리카노 #카페라떼 #차 #청귤차 #에이드",제주특별자치도 제주시 조천읍 비자림로 702-41,0,2,0,0,"2,080",1,독특한 청국장 빙수와 한여름에도 크리스마스 분위기를 느낄 수 있는 카페.,,"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00",,,"상세정보
확장됨
스노우빈

제주에는 한여름에도 크리스마스 분위기를 느낄 수 있는 카페가 있다. 바로 바깥의 더위가 무색하리만큼 365일 겨울을 느낄 수 있는 스노우빈 카페이다. 카페 내부를 가득 채운 산타클로스 인형과 트리 장식은 보기만 해도 더위를 싹 사라지게 한다. 이곳에서는 아무도 생각지 못한 이색 빙수를 맛볼 수 있는데 이름만으로도 특별한 청국장 빙수이다.

스노우빈 카페는 청국장 빙수 이외에도 다양한 볼거리가 있다. 카페 주변으로 펼쳐진 드넓은 목장은 깊은 산 속 나만을 위한 별장이 마련되어 있는 것 같은 느낌을 주기도 한다. 또한 카페 앞쪽으로는 커다란 장독대가 줄을 맞춰 차곡차곡 자리 잡고 있는데, 이곳에는 직접 관리하는 장이 담겨 있으니 열어보는 것은 금물이다. 스노우빈 카페는 장독대와 어우러져 아기자기하면서도 묘하게 전통적인 분위기를 풍긴다.

마당에 펼쳐진 장독대에 직접 담근 간장과 된장을 판매하며, 청국장 빙수 이외에도 팥빙수, 커피빙수, 녹차빙수 판매하고 있으니 더운 여름날 눈 내리는 시원한 겨울을 느끼고 싶다면 스노우빈으로 향해보자.



 ","['healing', 'fourseasons', 'coffee', 'soybean', 'soybean shaved ice', '음식', '눈꽃빙수', '눈꽃우유빙수', '아메리카노', '카페라떼', '차', '청귤차', '에이드']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페아오오,서귀포시 > 성산,"#성산 #신산리 #올디쇼콜라
#올디바닐라 #건축상 #음식 #카페 #아메리카노 #카페라떼 #에이드",제주특별자치도 서귀포시 성산읍 환해장성로 75,0,1,0,0,131,0,제주시 신산리에 위치한 카페 아오오는 2020년 제주틀별자치도 건축문화대상에서 상을 받은 건물이며 맞은편에는 푸른 바다가 펼쳐진 오션뷰 카페이다.,,"평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

건축문화대상에서 상을 받은 오션뷰 카페

제주시 신산리에 위치한 카페 아오오는 2020년 제주틀별자치도 건축문화대상에서 상을 받은 건물이며 맞은편에는 푸른 바다가 펼쳐진 오션뷰 카페이다. 실내 내부에는 통유리로 구성되어 있어 시원하게 바깥풍경을 바라 볼 수 있으며 외부 정원에는 야자수가 많이 심어져 있고 편히 쉴 수 있는 빈백도 마련되어 있어 음료와 디저트를 즐기며 여유로움을 느낄 수 있다. 이 곳에는 자연을 보며 먹을 수 있는 다양한 메뉴가 있는데 그 중에서 진한 카카오 풍미를 담은 초콜릿라떼인 올디쇼콜라, 바닐라빈과 계피향이 어우러진 라떼인 올디바닐라, 햄과 버터, 당근이 들어가 있는 짭조름한 제주 당근 잠봉뵈르는 카페 아오오의 대표메뉴이다.","['성산', '신산리', '올디쇼콜라', '올디바닐라', '건축상', '음식', '카페', '아메리카노', '카페라떼', '에이드']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페나모나모,제주시 > 제주시내,"#도두동 #무지개해안도로 #오션뷰카페
#음식 #카페",제주특별자치도 제주시 도두봉6길 4,0,1,0,0,43,0,제주공항과 근접한 무지개해안도로에 위치한 베이커리 카페 카페나모나모는 시원한 바다를 바라보며 커피 한 잔 할 수 있는 오션뷰를 자랑한다.,,"평일 : 08:30 ~ 23:00 , 주말 : 08:30 ~ 23:00","공용주차장,화장실,무료 WIFI,엘리베이터",,"상세정보
확장됨

무지개해안도로에 위치한 오션뷰 베이커리 카페

공항뒷편의 유명 사진스팟인 무지개 해안도로 앞에 위치한 카페나모나모는 규모가 큰 카페답게 근사한 인테리어와 다양한 카페 메뉴들이 있으며 여기에 더해 베이커리 종류는 선택이 어려울정도로 다양한 종류를 자랑한다. 이곳의 대표 메뉴는 고소한 콩가루와 크림이 듬뿍 올라간 콩가루집안, 블랙카카오와 달달한 크림이 들어간 현무암라떼, 새콤달콤한 과일티와 패션후르츠청이 만난 로맨틱선셋 등이 있으며  이밖에도 다양한 음료메뉴를 준비해 놓고 있다. 또한 바닷가 앞에 위치한 덕에 탁 트인 바다를 마음껏 바라보며 여유를 즐길 수 있다.","['도두동', '무지개해안도로', '오션뷰카페', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페이시도르,제주시 > 한림,"#성이시돌목장 #정물오름 #유기농우유
#목장 #크로와상 #음식 #카페",제주특별자치도 제주시 한림읍 금악북로 353,0,0,0,0,144,0,"성이시돌 목장내에 위치한 카페이시도르는 성이시돌 목장센터 안에 전시관, 기념품 가게와 함께 자리하고 있으며 목장의 유기농 우유로 건강하고 맛있는 음료를 만든다.",,"평일 : 09:00 ~ 17:00 , 주말 : 09:00 ~ 17:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

성이시돌 목장의 유기농 우유로 만든 음료

성이시돌 목장내에 위치한 카페이시도르는 성이시돌 목장센터 안에 전시관, 기념품 가게와 함께 자리하고 있으며 넓은 창으로 들어오는 햇빛과 우드 인테리어가 조화로운 느낌을 자아낸다. 이 곳은 성이시돌 목장의 유기농 우유로 건강하고 맛있는 음료를 만들고 있는데 그 중에서 목장의 우유로 만든 도넛 모양의 생크림이 올라가 부드럽고 커피와의 조화가 좋은 소프트 클라우드커피, 코코아, 녹차라떼, 진저라떼 등 유기농 우유로 만든 다양한 메뉴들은 카페이시도르의 대표메뉴이다. 또한 크로와상, 메이플피칸, 시오빵 등 다양한 빵이 마련되어 있어 유기농 우유와 함께 곁들어 즐길 수 있다. ","['성이시돌목장', '정물오름', '유기농우유', '목장', '크로와상', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페인우도,섬 속의 섬 > 우도,"#우도 #우도땅콩아이스크림 #땅콩와플
#음식 #카페",제주특별자치도 제주시 우도면 우도해안길 1040,0,0,0,0,72,0,우도 동쪽에 위치한 영일동포구 앞 푸른 정원이 있는 힐링카페. 카페인우도는 넓은 정원에 선배드와 빈백으로 휴식을 제공하며 우도 땅콩이 듬뿍 얹혀진 우도땅콩아이스크림과 땅콩와플을 즐길 수 있다.,,"평일 : 09:30 ~ 17:00 , 주말 : 09:30 ~ 17:00","공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터",,"상세정보
확장됨

우도땅콩아이스크림과 땅콩와플

섬 속의 섬 우도에 위치한 동쪽에 위치한 영일동포구 앞에는 푸른 정원이 있는 힐링카페 카페인우도가 자리잡고 있다. 이 곳에서는 아기자기 꾸며놓은 넓은 정원에 꾸며진 선배드와 빈백에서 시간을 보내거나 그네를 타며 휴식을 즐길수도 있으나 그전에 먼저 우도땅콩으로 만든 진짜 땅콩아이스크림부터 맛 보아야 한다. 땅콩 아이스크림에 토핑으로 얹혀진 풍부한 우도땅콩은 달콤하면서도 고소하다. 더불어 카페인우도의 땅콩와플은 갓 구워 바삭한 와플에 아이스크림과 생크림을 얹고 거기에 우도 땅콩을 토핑으로 하여 제공된다.","['우도', '우도땅콩아이스크림', '땅콩와플', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페탠저린,서귀포시 > 서귀포시내,"#브런치 #귤밭 #음식
#카페",제주특별자치도 서귀포시 이어도로 880,0,0,0,0,57,0,법환초등학교 건너편에 위치한 브런치카페. 다양한 주제의 브런치 메뉴와 음료가 있으며 야외정원에서 시간을 보낼수도 있고 800여 평의 귤밭에서 산책도 가능하다.,,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","공용주차장,화장실,무료 WIFI,흡연구역",,"상세정보
확장됨

800여평의 귤밭에 위치한 브런치카페

최근 제주의 핫플레이스로 떠오르고 있는 법환포구 인근에 위치한 카페텐저린은 옥상에 오르면 한쪽으로는 범섬과 바다가 보이고 반대편으로는 한라산이 보인다. 카페텐저린은 커피와 차도 좋지만 훌륭한 비주얼과 맛을 자랑하는 브런치를 놓치면 안된다. 텐저린브런치와 샐러드, 에그인헬, 크로와상아보카도, 베이글 샌드위치 등 다양한 브런치 메뉴를 다양한 음료와 즐길 수 있다. 여기에더해 야외 정원과 캠핑의자에서 편안한 시간을 보낼 수도 있으며 약 800평의 귤밭에서 귤을 따거나 산책도 가능하다. 어떤 계절이나 누구와 함께라도 즐거운 시간을 보낼 수 있는 장소이다.","['브런치', '귤밭', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페하물,제주시 > 애월,"#커피 #카페 #빙수
#돈가스 #음식 #아메리카노 #카페라떼 #카페모카 #디저트 #브런치",제주특별자치도 제주시 애월읍 애월해안로 58,0,3,0,0,"2,028",0,애월항 앞에 위치한 카페,라스트오더 : 18:30,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00",,,"상세정보
확장됨
애월항 앞에 위치한 카페.
카페 이름은 애월 하물(용천수)이 가까이에 있어 붙여졌다.
제주산 흑돼지 수제 돈가스, 제주산 수제 팥빙수, 한라봉 주스, 레드향 주스 등 로컬푸드 메뉴를 맛볼 수 있다.","['커피', '카페', '빙수', '돈가스', '음식', '아메리카노', '카페라떼', '카페모카', '디저트', '브런치']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1.175
카페한라산,제주시 > 구좌,"#당근케이크 #아메리카노 #커피
#음료 #디저트 #카페 #세화해변 #음식",제주특별자치도 제주시 구좌읍 면수1길 48,1,0,0,0,166,0,"세화 해수욕장에 위치한 카페한라산은 탁 트인 바다를 배경으로 오래된 TV 속에 나를 담을 수 있는 곳이다. 두개의 동으로 본관과 별관이 있으며, 앞서 말한 TV가 있는 곳은 별관이다.",,"평일 : 09:30 ~ 21:00 , 주말 : 09:30 ~ 21:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

오래된 TV 속에 나를 담을 수 있는 곳

세화 해수욕장에 위치한 카페한라산은 탁 트인 바다를 배경으로 오래된 TV 속에 나를 담을 수 있는 곳이다. 두개의 동으로 본관과 별관이 있으며, 앞서 말한 TV가 있는 곳은 별관이다. TV 이외에 시골 가로등과 시멘트로 날 것의 느낌을 살렸고 본관은 식물과 자전거, 각종 인테리어 소품들로 꾸며 엔틱한 분위기를 살렸다. 이곳에서 무조건 시켜야하는 메뉴, 그만큼 인기 메뉴로 손꼽히는 것은 제주당근케이크인데, 한라산처럼 생긴 모양이 특징이다. 카페 곳곳 포토존처럼 잘 꾸며서 예쁜 사진을 남기기에 만족스러울만한 장소이다.","['당근케이크', '아메리카노', '커피', '음료', '디저트', '카페', '세화해변', '음식']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페힐스,섬 속의 섬 > 추차도,"#추자카페 #추자무인카페 #추자도
#카페 #음식 #아메리카노 #에스프레소 #주스 #스무디 #딸기스무디 #바닐라라떼 #카페라떼 #녹차라떼 #식당",제주특별자치도 제주시 추자면 신양4길 18,0,1,0,0,398,0,추자풍경을 바라보며 쉴 수 있는 추자도 무인카페,,"평일 : 06:00 ~ 22:00 , 주말 : 06:00 ~ 22:00","무료 WIFI,화장실",,"상세정보
확장됨
하추자도에 위치한 카페로서
추자바다 바라보며 쉴 수 있는 무인카페이다
추자여행 중 잠시 쉬어갈 수 있는 곳이다.","['추자카페', '추자무인카페', '추자도', '카페', '음식', '아메리카노', '에스프레소', '주스', '스무디', '딸기스무디', '바닐라라떼', '카페라떼', '녹차라떼', '식당']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커먼브릭,제주시 > 제주시내,"#카페 #커피 #주스
#에이드 #음식 #아메리카노 #카푸치노 #디저트 #생크림케익 #카페라떼",제주특별자치도 제주시 월랑로 9,0,0,0,0,"1,319",0,커먼브릭은 수제버거가 대표적인 브런치카페입니다.,매주 일요일 휴무,"평일 : 11:00 ~ 20:30 , 주말 : 11:00 ~ 20:30",,,"상세정보
확장됨

커먼브릭은 순수 쇠고기 패티 버거와 탑 오브 엘설런스를 수상한 원두 커피를 제공합니다.

또한 착즙과 생과일 주스와 각종 허브가 어우러진 과일에이드도 즐기실 수 있습니다.

We serve pure beef burgers with a cup of excellent coffee.

Also fresh juice and herb fruit ade.


수제버거set - 2인버거+아메리카노 hot","['카페', '커피', '주스', '에이드', '음식', '아메리카노', '카푸치노', '디저트', '생크림케익', '카페라떼']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
