,YR,MCT_NM,MCT_BRN,LG_CAT,LG_CAT_NM,MD_CAT,MD_CAT_NM,MCT_BSE_AR,ADDR_new,MNTH_SALES_PCTL,DAW_CCD,APV_TMT_CD,AGE_GP,SEX_CCD,UE_CT,SGNG_CD,LGDNG_CD
907,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,5,5_12_15,3_30_34,F,42,50110,13700
908,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,6,6_15_18,3_30_34,M,42,50110,13700
909,2022,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,7,7_18_21,2_25_29,M,42,50110,10400
910,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,5,5_12_15,3_30_34,M,42,50110,12000
911,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,5_12_15,3_30_34,M,42,50110,12900
912,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,5,7_18_21,3_30_34,M,42,50110,12900
913,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,4_09_12,3_30_34,F,42,50110,12900
914,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,4_09_12,4_35_39,M,42,50110,10600
915,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,6,6_15_18,3_30_34,F,42,50130,31022
916,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,6,6_15_18,3_30_34,M,42,50110,25342
917,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,1,6_15_18,3_30_34,F,42,50110,13700
918,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,6,5_12_15,4_35_39,F,42,50110,13700
919,2021,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,4,7_18_21,4_35_39,M,42,50110,10400
920,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,7,7_18_21,4_35_39,M,42,50110,12900
921,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,6_15_18,3_30_34,F,49,50110,12900
922,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,2,7_18_21,1_20_24,F,42,50110,12900
923,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,5,6_15_18,3_30_34,F,42,50130,31027
924,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,7_18_21,3_30_34,F,42,50130,31027
925,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,2,6_15_18,2_25_29,M,42,50130,31027
926,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,6,6_15_18,4_35_39,F,42,50110,25342
927,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,7,7_18_21,4_35_39,F,42,50130,11200
928,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,1,5_12_15,3_30_34,M,42,50110,12200
929,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,1,7_18_21,1_20_24,F,42,50110,12200
930,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,6_15_18,4_35_39,M,42,50110,13700
931,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,3,5_12_15,3_30_34,F,42,50110,13700
932,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,5,7_18_21,4_35_39,M,42,50110,12900
933,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,4,5_12_15,3_30_34,F,42,50110,12900
934,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,7,5_12_15,4_35_39,F,42,50110,10600
935,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,3,5_12_15,3_30_34,M,42,50130,10600
936,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,6,5_12_15,3_30_34,F,42,50130,10600
937,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,1,5_12_15,4_35_39,M,42,50110,10400
938,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,5,7_18_21,3_30_34,F,42,50110,10400
939,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,5,7_18_21,1_20_24,F,42,50110,25341
940,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,5,6_15_18,2_25_29,F,42,50110,10600
941,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,1,7_18_21,2_25_29,F,42,50110,10600
942,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,5,5_12_15,4_35_39,F,42,50110,25342
943,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,6,6_15_18,3_30_34,M,42,50110,25342
944,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,2,8_21_24,3_30_34,F,42,50130,11200
945,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,5,7_18_21,2_25_29,M,42,50110,12200
946,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,7,5_12_15,2_25_29,M,42,50110,12200
947,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,8_21_24,4_35_39,M,42,50110,12900
948,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,8_21_24,3_30_34,M,42,50110,12900
949,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,6_15_18,2_25_29,F,42,50110,12900
950,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,5_12_15,4_35_39,F,42,50110,12900
951,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,4,5_12_15,2_25_29,M,42,50110,25341
952,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,5,7_18_21,3_30_34,F,42,50110,10600
953,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,4,6_15_18,1_20_24,F,42,50130,11200
954,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,4,8_21_24,3_30_34,F,42,50130,11200
955,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,2,6_15_18,3_30_34,M,42,50110,12200
956,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,2,4_09_12,3_30_34,M,42,50110,12200
957,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,6_15_18,3_30_34,M,42,50110,13700
958,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,2,7_18_21,1_20_24,F,42,50130,31027
959,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,5,6_15_18,4_35_39,M,42,50110,13700
960,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,1,4_09_12,4_35_39,F,42,50110,13700
961,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,5_12_15,3_30_34,M,42,50110,13700
962,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,2,7_18_21,2_25_29,F,42,50110,12200
963,2022,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,3,5_12_15,1_20_24,M,42,50110,10400
964,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,5,4_09_12,2_25_29,M,42,50110,12900
965,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,7_18_21,4_35_39,F,42,50110,12900
966,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,2,6_15_18,4_35_39,F,42,50130,10600
967,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,3,7_18_21,4_35_39,F,42,50130,10600
968,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,6,5_12_15,2_25_29,M,42,50130,31027
969,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,3,5_12_15,4_35_39,M,42,50110,10600
970,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,5,6_15_18,2_25_29,M,42,50110,25342
971,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,1,6_15_18,4_35_39,F,42,50130,11200
972,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,5_12_15,2_25_29,M,42,50110,10600
973,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,7,5_12_15,4_35_39,M,42,50130,31027
974,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,6,5_12_15,4_35_39,M,42,50130,31022
975,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,1,7_18_21,3_30_34,M,42,50110,25341
976,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,4,6_15_18,3_30_34,F,42,50110,13700
977,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,1,6_15_18,1_20_24,F,42,50110,13700
978,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,6_15_18,2_25_29,F,42,50110,13700
979,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,6_15_18,2_25_29,M,42,50110,12900
980,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,6_15_18,4_35_39,M,42,50110,12900
981,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,6_15_18,3_30_34,M,42,50110,12900
982,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,7,4_09_12,3_30_34,M,42,50110,12900
983,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,7,5_12_15,2_25_29,M,42,50130,10600
984,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,3,8_21_24,4_35_39,F,42,50110,10400
985,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,3,7_18_21,4_35_39,F,42,50110,10400
986,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,7,6_15_18,3_30_34,M,42,50130,31022
987,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,3,6_15_18,1_20_24,F,42,50110,25341
988,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,1,7_18_21,3_30_34,F,42,50110,25341
989,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,4,6_15_18,2_25_29,M,42,50110,25341
990,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,6,5_12_15,3_30_34,M,42,50110,10600
991,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,2,5_12_15,3_30_34,F,42,50110,10600
992,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,7,6_15_18,4_35_39,M,42,50110,25342
993,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,4,7_18_21,3_30_34,M,42,50130,11200
994,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,6,5_12_15,2_25_29,M,42,50110,12200
995,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,5,7_18_21,2_25_29,F,42,50110,12200
996,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,3,7_18_21,2_25_29,M,42,50110,13700
997,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,1,6_15_18,4_35_39,F,42,50110,13700
998,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,6,7_18_21,2_25_29,F,42,50110,25924
999,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,5,7_18_21,2_25_29,F,42,50110,25924
1000,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,1,7_18_21,3_30_34,M,42,50110,25924
1001,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,7_18_21,3_30_34,F,42,50130,31027
1002,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,5_12_15,2_25_29,M,42,50130,31027
1003,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,6,6_15_18,2_25_29,M,42,50110,12200
1004,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,5,6_15_18,1_20_24,F,42,50110,12200
1005,2022,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,1,7_18_21,1_20_24,M,42,50110,10400
1006,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,5,4_09_12,4_35_39,M,42,50110,12900
1007,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,5,6_15_18,1_20_24,F,42,50110,12900
1008,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,5,6_15_18,1_20_24,M,42,50110,10600
1009,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,5,5_12_15,1_20_24,F,42,50110,10600
1010,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,4_09_12,2_25_29,F,42,50110,10600
1011,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,7,5_12_15,4_35_39,F,42,50110,10600
1012,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,4,5_12_15,3_30_34,M,42,50110,10600
1013,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,6,5_12_15,4_35_39,F,42,50130,10600
1014,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,6,6_15_18,4_35_39,F,42,50130,10600
1015,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,4,5_12_15,3_30_34,F,42,50110,10400
1016,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,1,5_12_15,3_30_34,M,42,50110,10600
1017,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,3,7_18_21,2_25_29,F,42,50110,13700
1018,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,7,6_15_18,4_35_39,M,42,50110,13700
1019,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,5,6_15_18,2_25_29,F,42,50110,12000
1020,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,7,7_18_21,4_35_39,F,42,50110,12000
1021,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,6_15_18,4_35_39,F,42,50110,12900
1022,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,6,8_21_24,3_30_34,F,42,50110,12900
1023,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,6_15_18,3_30_34,F,42,50110,12900
1024,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,6,5_12_15,3_30_34,F,42,50110,12900
1025,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,6,7_18_21,3_30_34,F,42,50110,12900
1026,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,5_12_15,3_30_34,M,42,50110,10600
1027,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,4,5_12_15,3_30_34,F,42,50110,10600
1028,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,7_18_21,3_30_34,M,42,50110,10600
1029,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,7,7_18_21,2_25_29,F,42,50130,10600
1030,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,7,7_18_21,2_25_29,F,42,50110,25341
1031,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,5,5_12_15,2_25_29,F,49,50110,25342
1032,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,2,6_15_18,3_30_34,M,42,50110,25342
1033,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,6,6_15_18,1_20_24,F,42,50110,12200
1034,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,5,5_12_15,2_25_29,F,42,50130,31027
1035,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,4_09_12,2_25_29,F,42,50130,31027
1036,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,4,6_15_18,2_25_29,F,42,50110,13700
1037,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,2,6_15_18,4_35_39,M,42,50110,13700
1038,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,6_15_18,2_25_29,M,42,50110,13700
1039,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,2,7_18_21,4_35_39,F,42,50110,13700
1040,2021,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,6,6_15_18,3_30_34,M,42,50110,10400
1041,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,2,6_15_18,3_30_34,F,42,50110,12900
1042,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,6_15_18,4_35_39,F,42,50110,12900
1043,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,7,5_12_15,2_25_29,F,42,50110,12900
